Team 1 VS Team 2,Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Match Link,Ground Link
Pakistan VS South Africa,Pakistan,South Africa,South Africa,5 wickets,Karachi,"Feb 29, 1996",ODI # 1067,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/pakistan-vs-south-africa-21st-match-65176/full-scorecard,https://www.espncricinfo.com/cricket-grounds/national-stadium-karachi-58956
Kenya VS West Indies,Kenya,West Indies,Kenya,73 runs,Pune,"Feb 29, 1996",ODI # 1066,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/kenya-vs-west-indies-20th-match-65175/full-scorecard,https://www.espncricinfo.com/cricket-grounds/nehru-stadium-pune-58383
India VS Australia,India,Australia,Australia,16 runs,Wankhede,"Feb 27, 1996",ODI # 1065,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/india-vs-australia-19th-match-65174/full-scorecard,https://www.espncricinfo.com/cricket-grounds/wankhede-stadium-mumbai-58324
New Zealand VS U.A.E.,New Zealand,U.A.E.,New Zealand,109 runs,Faisalabad,"Feb 27, 1996",ODI # 1064,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/new-zealand-vs-united-arab-emirates-18th-match-65173/full-scorecard,https://www.espncricinfo.com/cricket-grounds/iqbal-stadium-faisalabad-58927
Kenya VS Zimbabwe,Kenya,Zimbabwe,Zimbabwe,5 wickets,Patna,"Feb 27, 1996",ODI # 1063,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/kenya-vs-zimbabwe-16th-match-65172/full-scorecard,https://www.espncricinfo.com/cricket-grounds/moin-ul-haq-stadium-patna-58373
Pakistan VS Netherlands,Pakistan,Netherlands,Pakistan,8 wickets,Lahore,"Feb 26, 1996",ODI # 1062,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/pakistan-vs-netherlands-17th-match-65171/full-scorecard,https://www.espncricinfo.com/cricket-grounds/gaddafi-stadium-lahore-58967
Kenya VS Zimbabwe,Kenya,Zimbabwe,no result,-,Patna,"Feb 26, 1996",ODI # 1061,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/kenya-vs-zimbabwe-16th-match-65170/full-scorecard,https://www.espncricinfo.com/cricket-grounds/moin-ul-haq-stadium-patna-58373
England VS South Africa,England,South Africa,South Africa,78 runs,Rawalpindi,"Feb 25, 1996",ODI # 1060,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/england-vs-south-africa-14th-match-65169/full-scorecard,https://www.espncricinfo.com/cricket-grounds/rawalpindi-cricket-stadium-59006
Pakistan VS U.A.E.,Pakistan,U.A.E.,Pakistan,9 wickets,Gujranwala,"Feb 24, 1996",ODI # 1059,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/pakistan-vs-united-arab-emirates-13th-match-65168/full-scorecard,https://www.espncricinfo.com/cricket-grounds/jinnah-stadium-gujranwala-58930
Australia VS Kenya,Australia,Kenya,Australia,97 runs,Visakhapatnam,"Feb 23, 1996",ODI # 1058,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/australia-vs-kenya-12th-match-65167/full-scorecard,https://www.espncricinfo.com/cricket-grounds/indira-priyadarshini-stadium-visakhapatnam-58542
England VS Netherlands,England,Netherlands,England,49 runs,Peshawar,"Feb 22, 1996",ODI # 1057,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/england-vs-netherlands-11th-match-65166/full-scorecard,https://www.espncricinfo.com/cricket-grounds/arbab-niaz-stadium-peshawar-58988
India VS West Indies,India,West Indies,India,5 wickets,Gwalior,"Feb 21, 1996",ODI # 1056,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/india-vs-west-indies-10th-match-65165/full-scorecard,https://www.espncricinfo.com/cricket-grounds/captain-roop-singh-stadium-gwalior-58119
Sri Lanka VS Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,6 wickets,Colombo (SSC),"Feb 21, 1996",ODI # 1055,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/sri-lanka-vs-zimbabwe-9th-match-65164/full-scorecard,https://www.espncricinfo.com/cricket-grounds/sinhalese-sports-club-ground-colombo-59308
New Zealand VS South Africa,New Zealand,South Africa,South Africa,5 wickets,Faisalabad,"Feb 20, 1996",ODI # 1054,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/new-zealand-vs-south-africa-8th-match-65163/full-scorecard,https://www.espncricinfo.com/cricket-grounds/iqbal-stadium-faisalabad-58927
England VS U.A.E.,England,U.A.E.,England,8 wickets,Peshawar,"Feb 18, 1996",ODI # 1053,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/england-vs-united-arab-emirates-7th-match-65162/full-scorecard,https://www.espncricinfo.com/cricket-grounds/arbab-niaz-stadium-peshawar-58988
India VS Kenya,India,Kenya,India,7 wickets,Cuttack,"Feb 18, 1996",ODI # 1052,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/india-vs-kenya-6th-match-65161/full-scorecard,https://www.espncricinfo.com/cricket-grounds/barabati-stadium-cuttack-58027
Netherlands VS New Zealand,Netherlands,New Zealand,New Zealand,119 runs,Vadodara,"Feb 17, 1996",ODI # 1051,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/netherlands-vs-new-zealand-4th-match-65160/full-scorecard,https://www.espncricinfo.com/cricket-grounds/reliance-stadium-vadodara-58516
West Indies VS Zimbabwe,West Indies,Zimbabwe,West Indies,6 wickets,Hyderabad (Deccan),"Feb 16, 1996",ODI # 1050,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/west-indies-vs-zimbabwe-3rd-match-65159/full-scorecard,https://www.espncricinfo.com/cricket-grounds/lal-bahadur-shastri-stadium-hyderabad-58136
South Africa VS U.A.E.,South Africa,U.A.E.,South Africa,169 runs,Rawalpindi,"Feb 16, 1996",ODI # 1049,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/south-africa-vs-united-arab-emirates-2nd-match-65158/full-scorecard,https://www.espncricinfo.com/cricket-grounds/rawalpindi-cricket-stadium-59006
England VS New Zealand,England,New Zealand,New Zealand,11 runs,Ahmedabad,"Feb 14, 1996",ODI # 1048,https://www.espncricinfo.com/series/wills-world-cup-1995-96-60981/england-vs-new-zealand-1st-match-65157/full-scorecard,https://www.espncricinfo.com/cricket-grounds/narendra-modi-stadium-motera-ahmedabad-57851
