VS,Match Id,Bowling,O,Teaminnings,M,R,W,ECON,0s,4s,6s,WD,NB
Australia VS England,ODI # 3600,Joe Root,1,Australia,0,11,0,11.00,3,1,1,0,0
Australia VS England,ODI # 3600,Mitchell Starc,9,England,1,47,2,5.22,34,6,1,0,0
Australia VS England,ODI # 3600,Josh Hazlewood,6.5,England,0,45,0,6.58,22,6,0,3,0
Australia VS England,ODI # 3600,Mitchell Johnson,8,England,0,36,2,4.50,35,4,0,3,0
Australia VS England,ODI # 3600,Mitchell Marsh,9,England,0,33,5,3.66,33,2,1,0,0
Australia VS England,ODI # 3600,Shane Watson,3,England,0,13,0,4.33,8,0,0,0,0
Australia VS England,ODI # 3600,Glenn Maxwell,4,England,0,33,0,8.25,6,3,0,1,0
Australia VS England,ODI # 3600,Steven Smith,2,England,0,19,0,9.50,3,2,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Nuwan Kulasekara,8,New Zealand,0,78,1,9.75,16,9,2,3,0
New Zealand VS Sri Lanka,ODI # 3599,Lasith Malinga,10,New Zealand,0,84,0,8.40,19,8,1,3,3
New Zealand VS Sri Lanka,ODI # 3599,Angelo Mathews,6,New Zealand,0,28,0,4.66,20,4,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Rangana Herath,9,New Zealand,0,37,1,4.11,30,3,0,1,0
New Zealand VS Sri Lanka,ODI # 3599,Tillakaratne Dilshan,5,New Zealand,0,35,0,7.00,11,2,1,1,0
New Zealand VS Sri Lanka,ODI # 3599,Suranga Lakmal,10,New Zealand,0,62,2,6.20,28,8,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Jeevan Mendis,2,New Zealand,0,5,2,2.50,7,0,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Tim Southee,10,Sri Lanka,1,43,2,4.30,37,5,0,2,0
New Zealand VS Sri Lanka,ODI # 3599,Trent Boult,10,Sri Lanka,0,64,2,6.40,27,9,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Adam Milne,10,Sri Lanka,0,56,2,5.60,30,6,0,3,1
New Zealand VS Sri Lanka,ODI # 3599,Daniel Vettori,10,Sri Lanka,0,34,2,3.40,33,1,0,2,0
New Zealand VS Sri Lanka,ODI # 3599,Grant Elliott,2,Sri Lanka,0,11,0,5.50,4,1,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Kane Williamson,1,Sri Lanka,0,7,0,7.00,0,0,0,0,0
New Zealand VS Sri Lanka,ODI # 3599,Corey Anderson,3.1,Sri Lanka,0,18,2,5.68,10,2,0,3,0
England VS New Zealand,ODI # 4192,Chris Woakes,9,New Zealand,0,37,3,4.11,37,3,0,4,1
England VS New Zealand,ODI # 4192,Jofra Archer,10,New Zealand,0,42,1,4.20,33,1,1,5,0
England VS New Zealand,ODI # 4192,Liam Plunkett,10,New Zealand,0,42,3,4.20,36,4,0,0,0
England VS New Zealand,ODI # 4192,Mark Wood,10,New Zealand,1,49,1,4.90,33,3,1,2,0
England VS New Zealand,ODI # 4192,Adil Rashid,8,New Zealand,0,39,0,4.87,15,1,0,0,0
England VS New Zealand,ODI # 4192,Ben Stokes,3,New Zealand,0,20,0,6.66,6,2,0,2,0
England VS New Zealand,ODI # 4192,Trent Boult,10,England,0,67,0,6.70,31,8,1,2,0
England VS New Zealand,ODI # 4192,Matt Henry,10,England,2,40,1,4.00,39,5,0,0,0
England VS New Zealand,ODI # 4192,Colin de Grandhomme,10,England,2,25,1,2.50,41,1,0,1,0
England VS New Zealand,ODI # 4192,Lockie Ferguson,10,England,0,50,3,5.00,35,5,0,3,0
England VS New Zealand,ODI # 4192,James Neesham,7,England,0,43,3,6.14,19,3,1,1,0
England VS New Zealand,ODI # 4192,Mitchell Santner,3,England,0,11,0,3.66,8,0,0,1,0
England VS Australia,ODI # 4191,Chris Woakes,8,Australia,0,20,3,2.50,37,3,0,0,0
England VS Australia,ODI # 4191,Jofra Archer,10,Australia,0,32,2,3.20,38,1,0,2,0
England VS Australia,ODI # 4191,Ben Stokes,4,Australia,0,22,0,5.50,12,2,0,0,0
England VS Australia,ODI # 4191,Mark Wood,9,Australia,0,45,1,5.00,27,3,0,4,0
England VS Australia,ODI # 4191,Liam Plunkett,8,Australia,0,44,0,5.50,25,3,1,3,0
England VS Australia,ODI # 4191,Adil Rashid,10,Australia,0,54,3,5.40,26,3,1,1,0
England VS Australia,ODI # 4191,Jason Behrendorff,8.1,England,2,38,0,4.65,31,5,0,1,0
England VS Australia,ODI # 4191,Mitchell Starc,9,England,0,70,1,7.77,31,12,1,3,0
England VS Australia,ODI # 4191,Pat Cummins,7,England,0,34,1,4.85,28,4,0,2,0
England VS Australia,ODI # 4191,Nathan Lyon,5,England,0,49,0,9.80,9,7,1,0,0
England VS Australia,ODI # 4191,Steven Smith,1,England,0,21,0,21.00,1,0,3,1,0
England VS Australia,ODI # 4191,Marcus Stoinis,2,England,0,13,0,6.50,7,2,0,1,0
India VS New Zealand,ODI # 4190,Bhuvneshwar Kumar,10,New Zealand,1,43,3,4.30,32,2,0,0,0
India VS New Zealand,ODI # 4190,Jasprit Bumrah,10,New Zealand,1,39,1,3.90,31,1,0,0,0
India VS New Zealand,ODI # 4190,Hardik Pandya,10,New Zealand,0,55,1,5.50,29,5,0,5,0
India VS New Zealand,ODI # 4190,Ravindra Jadeja,10,New Zealand,0,34,1,3.40,38,2,0,0,0
India VS New Zealand,ODI # 4190,Yuzvendra Chahal,10,New Zealand,0,63,1,6.30,28,5,1,4,0
India VS New Zealand,ODI # 4190,Trent Boult,10,India,2,42,2,4.20,36,4,0,3,0
India VS New Zealand,ODI # 4190,Matt Henry,10,India,1,37,3,3.70,42,5,0,3,0
India VS New Zealand,ODI # 4190,Lockie Ferguson,10,India,0,43,1,4.30,36,1,2,2,0
India VS New Zealand,ODI # 4190,Colin de Grandhomme,2,India,0,13,0,6.50,4,0,0,1,0
India VS New Zealand,ODI # 4190,James Neesham,7.3,India,0,49,1,6.53,22,3,1,3,0
India VS New Zealand,ODI # 4190,Mitchell Santner,10,India,2,34,2,3.40,40,0,2,1,0
Australia VS South Africa,ODI # 4188,Mitchell Starc,9,South Africa,0,59,2,6.55,27,7,0,4,0
Australia VS South Africa,ODI # 4188,Jason Behrendorff,8,South Africa,0,55,1,6.87,21,6,1,0,0
Australia VS South Africa,ODI # 4188,Nathan Lyon,10,South Africa,0,53,2,5.30,32,4,2,0,0
Australia VS South Africa,ODI # 4188,Pat Cummins,9,South Africa,0,66,1,7.33,28,6,2,3,0
Australia VS South Africa,ODI # 4188,Steven Smith,1,South Africa,0,5,0,5.00,4,1,0,0,0
Australia VS South Africa,ODI # 4188,Marcus Stoinis,3,South Africa,0,19,0,6.33,5,1,0,1,0
Australia VS South Africa,ODI # 4188,Glenn Maxwell,10,South Africa,0,57,0,5.70,22,1,2,1,0
Australia VS South Africa,ODI # 4188,Imran Tahir,9,Australia,0,59,1,6.55,23,7,1,0,0
Australia VS South Africa,ODI # 4188,Kagiso Rabada,10,Australia,0,56,3,5.60,33,6,1,0,0
Australia VS South Africa,ODI # 4188,Dwaine Pretorius,6,Australia,2,27,2,4.50,26,5,0,1,0
Australia VS South Africa,ODI # 4188,Chris Morris,9,Australia,0,63,1,7.00,24,7,2,0,0
Australia VS South Africa,ODI # 4188,Tabraiz Shamsi,9,Australia,0,62,0,6.88,20,7,0,1,0
Australia VS South Africa,ODI # 4188,Andile Phehlukwayo,2.5,Australia,0,22,2,7.76,5,2,0,1,0
Australia VS South Africa,ODI # 4188,Jean-Paul Duminy,4,Australia,0,22,0,5.50,11,3,0,0,0
India VS Sri Lanka,ODI # 4187,Bhuvneshwar Kumar,10,Sri Lanka,0,73,1,7.30,26,10,0,3,0
India VS Sri Lanka,ODI # 4187,Jasprit Bumrah,10,Sri Lanka,2,37,3,3.70,36,3,0,2,0
India VS Sri Lanka,ODI # 4187,Hardik Pandya,10,Sri Lanka,0,50,1,5.00,25,4,0,1,1
India VS Sri Lanka,ODI # 4187,Ravindra Jadeja,10,Sri Lanka,0,40,1,4.00,37,1,2,0,0
India VS Sri Lanka,ODI # 4187,Kuldeep Yadav,10,Sri Lanka,0,58,1,5.80,26,6,0,1,0
India VS Sri Lanka,ODI # 4187,Lasith Malinga,10,India,1,82,1,8.20,20,12,0,4,0
India VS Sri Lanka,ODI # 4187,Kasun Rajitha,8,India,0,47,1,5.87,26,8,0,0,0
India VS Sri Lanka,ODI # 4187,Isuru Udana,9.3,India,0,50,1,5.26,29,6,0,0,0
India VS Sri Lanka,ODI # 4187,Thisara Perera,10,India,0,34,0,3.40,32,1,0,0,0
India VS Sri Lanka,ODI # 4187,Dhananjaya de Silva,6,India,0,51,0,8.50,13,3,3,1,0
Bangladesh VS Pakistan,ODI # 4186,Mehidy Hasan Miraz,10,Pakistan,0,30,1,3.00,38,0,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Mohammad Saifuddin,9,Pakistan,0,77,3,8.55,22,10,1,3,1
Bangladesh VS Pakistan,ODI # 4186,Mustafizur Rahman,10,Pakistan,0,75,5,7.50,24,12,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Mashrafe Mortaza,7,Pakistan,0,46,0,6.57,12,2,0,0,0
Bangladesh VS Pakistan,ODI # 4186,Shakib Al Hasan,10,Pakistan,0,57,0,5.70,20,3,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Mosaddek Hossain,4,Pakistan,0,27,0,6.75,10,3,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Mohammad Hafeez,6,Bangladesh,1,32,0,5.33,18,4,0,0,0
Bangladesh VS Pakistan,ODI # 4186,Mohammad Amir,7,Bangladesh,0,31,1,4.42,23,3,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Shaheen Shah Afridi,9.1,Bangladesh,0,35,6,3.81,34,1,1,4,0
Bangladesh VS Pakistan,ODI # 4186,Wahab Riaz,7,Bangladesh,0,33,1,4.71,22,3,0,1,0
Bangladesh VS Pakistan,ODI # 4186,Imad Wasim,6,Bangladesh,0,26,0,4.33,16,2,0,0,0
Bangladesh VS Pakistan,ODI # 4186,Shadab Khan,9,Bangladesh,0,59,2,6.55,24,7,1,0,0
Afghanistan VS West Indies,ODI # 4184,Mujeeb Ur Rahman,10,West Indies,0,52,0,5.20,35,6,1,2,0
Afghanistan VS West Indies,ODI # 4184,Dawlat Zadran,9,West Indies,1,73,2,8.11,28,6,4,1,0
Afghanistan VS West Indies,ODI # 4184,Sayed Shirzad,8,West Indies,0,56,1,7.00,18,4,2,0,0
Afghanistan VS West Indies,ODI # 4184,Gulbadin Naib,3,West Indies,0,18,0,6.00,10,1,1,0,0
Afghanistan VS West Indies,ODI # 4184,Mohammad Nabi,10,West Indies,0,56,1,5.60,32,4,3,0,0
Afghanistan VS West Indies,ODI # 4184,Rashid Khan,10,West Indies,0,52,1,5.20,31,4,1,2,0
Afghanistan VS West Indies,ODI # 4184,Sheldon Cottrell,7,Afghanistan,0,43,0,6.14,21,4,1,3,0
Afghanistan VS West Indies,ODI # 4184,Kemar Roach,10,Afghanistan,2,37,3,3.70,36,3,0,1,0
Afghanistan VS West Indies,ODI # 4184,Oshane Thomas,7,Afghanistan,0,43,1,6.14,23,6,1,0,0
Afghanistan VS West Indies,ODI # 4184,Jason Holder,8,Afghanistan,0,46,0,5.75,26,6,0,2,1
Afghanistan VS West Indies,ODI # 4184,Fabian Allen,3,Afghanistan,0,26,0,8.66,5,4,0,0,0
Afghanistan VS West Indies,ODI # 4184,Carlos Brathwaite,9,Afghanistan,0,63,4,7.00,22,3,3,3,1
Afghanistan VS West Indies,ODI # 4184,Chris Gayle,6,Afghanistan,0,28,1,4.66,16,1,0,1,0
England VS New Zealand,ODI # 4183,Mitchell Santner,10,England,0,65,1,6.50,24,7,0,2,0
England VS New Zealand,ODI # 4183,Trent Boult,10,England,0,56,2,5.60,30,6,0,1,0
England VS New Zealand,ODI # 4183,Tim Southee,9,England,0,70,1,7.77,23,10,1,0,0
England VS New Zealand,ODI # 4183,Matt Henry,10,England,0,54,2,5.40,30,5,0,2,0
England VS New Zealand,ODI # 4183,Colin de Grandhomme,1,England,0,11,0,11.00,1,2,0,0,0
England VS New Zealand,ODI # 4183,James Neesham,10,England,1,41,2,4.10,31,2,0,2,0
England VS New Zealand,ODI # 4183,Chris Woakes,8,New Zealand,0,44,1,5.50,29,6,0,1,0
England VS New Zealand,ODI # 4183,Jofra Archer,7,New Zealand,1,17,1,2.42,31,1,0,1,0
England VS New Zealand,ODI # 4183,Liam Plunkett,8,New Zealand,0,28,1,3.50,26,1,0,1,0
England VS New Zealand,ODI # 4183,Mark Wood,9,New Zealand,0,34,3,3.77,35,2,0,2,0
England VS New Zealand,ODI # 4183,Joe Root,3,New Zealand,0,15,0,5.00,7,1,0,0,0
England VS New Zealand,ODI # 4183,Adil Rashid,5,New Zealand,0,30,1,6.00,12,3,0,0,0
England VS New Zealand,ODI # 4183,Ben Stokes,5,New Zealand,0,10,1,2.00,21,0,0,1,0
Bangladesh VS India,ODI # 4182,Mashrafe Mortaza,5,India,0,36,0,7.20,15,2,2,1,0
Bangladesh VS India,ODI # 4182,Mohammad Saifuddin,7,India,0,59,0,8.42,17,9,1,0,0
Bangladesh VS India,ODI # 4182,Mustafizur Rahman,10,India,1,59,5,5.90,29,5,1,2,1
Bangladesh VS India,ODI # 4182,Shakib Al Hasan,10,India,0,41,1,4.10,32,2,1,1,0
Bangladesh VS India,ODI # 4182,Mosaddek Hossain,4,India,0,32,0,8.00,7,1,2,1,0
Bangladesh VS India,ODI # 4182,Rubel Hossain,8,India,0,48,1,6.00,21,6,0,0,0
Bangladesh VS India,ODI # 4182,Soumya Sarkar,6,India,0,33,1,5.50,15,2,0,1,0
Bangladesh VS India,ODI # 4182,Bhuvneshwar Kumar,9,Bangladesh,0,51,1,5.66,26,2,1,3,0
Bangladesh VS India,ODI # 4182,Jasprit Bumrah,10,Bangladesh,1,55,4,5.50,33,7,0,2,0
Bangladesh VS India,ODI # 4182,Mohammed Shami,9,Bangladesh,0,68,1,7.55,22,11,0,1,0
Bangladesh VS India,ODI # 4182,Yuzvendra Chahal,10,Bangladesh,0,50,1,5.00,31,6,0,2,0
Bangladesh VS India,ODI # 4182,Hardik Pandya,10,Bangladesh,0,60,3,6.00,26,5,1,2,0
Sri Lanka VS West Indies,ODI # 4180,Sheldon Cottrell,10,Sri Lanka,0,69,1,6.90,28,5,2,2,0
Sri Lanka VS West Indies,ODI # 4180,Oshane Thomas,10,Sri Lanka,1,58,1,5.80,32,7,0,0,2
Sri Lanka VS West Indies,ODI # 4180,Shannon Gabriel,5,Sri Lanka,0,46,0,9.20,12,7,0,1,1
Sri Lanka VS West Indies,ODI # 4180,Jason Holder,10,Sri Lanka,0,59,2,5.90,24,4,0,1,2
Sri Lanka VS West Indies,ODI # 4180,Carlos Brathwaite,7,Sri Lanka,0,53,0,7.57,15,5,0,1,0
Sri Lanka VS West Indies,ODI # 4180,Fabian Allen,8,Sri Lanka,0,44,1,5.50,23,4,1,0,0
Sri Lanka VS West Indies,ODI # 4180,Lasith Malinga,10,West Indies,0,55,3,5.50,34,6,0,4,1
Sri Lanka VS West Indies,ODI # 4180,Dhananjaya de Silva,10,West Indies,0,49,0,4.90,31,4,1,0,0
Sri Lanka VS West Indies,ODI # 4180,Isuru Udana,10,West Indies,0,67,0,6.70,27,7,1,3,0
Sri Lanka VS West Indies,ODI # 4180,Kasun Rajitha,10,West Indies,0,76,1,7.60,28,6,4,4,1
Sri Lanka VS West Indies,ODI # 4180,Jeffrey Vandersay,7,West Indies,0,50,1,7.14,19,5,0,4,0
Sri Lanka VS West Indies,ODI # 4180,Dimuth Karunaratne,1,West Indies,0,7,0,7.00,4,0,1,0,0
Sri Lanka VS West Indies,ODI # 4180,Angelo Mathews,2,West Indies,0,6,1,3.00,7,0,0,0,0
England VS India,ODI # 4179,Mohammed Shami,10,England,1,69,5,6.90,37,8,3,1,0
England VS India,ODI # 4179,Jasprit Bumrah,10,England,1,44,1,4.40,30,3,0,0,0
England VS India,ODI # 4179,Yuzvendra Chahal,10,England,0,88,0,8.80,28,7,6,2,0
England VS India,ODI # 4179,Hardik Pandya,10,England,0,60,0,6.00,22,4,1,1,0
England VS India,ODI # 4179,Kuldeep Yadav,10,England,0,72,1,7.20,25,5,3,0,0
England VS India,ODI # 4179,Chris Woakes,10,India,3,58,2,5.80,35,7,1,0,0
England VS India,ODI # 4179,Jofra Archer,10,India,0,45,0,4.50,33,5,0,0,0
England VS India,ODI # 4179,Liam Plunkett,10,India,0,55,3,5.50,27,4,0,4,0
England VS India,ODI # 4179,Mark Wood,10,India,0,73,0,7.30,19,9,0,1,0
England VS India,ODI # 4179,Adil Rashid,6,India,0,40,0,6.66,12,5,0,1,0
England VS India,ODI # 4179,Ben Stokes,4,India,0,34,0,8.50,7,5,0,0,0
Australia VS New Zealand,ODI # 4178,Trent Boult,10,Australia,1,51,4,5.10,35,6,0,0,0
Australia VS New Zealand,ODI # 4178,Colin de Grandhomme,8,Australia,1,29,0,3.62,31,3,0,1,0
Australia VS New Zealand,ODI # 4178,Lockie Ferguson,10,Australia,0,49,2,4.90,35,7,0,0,0
Australia VS New Zealand,ODI # 4178,Ish Sodhi,6,Australia,0,35,0,5.83,12,2,0,0,0
Australia VS New Zealand,ODI # 4178,James Neesham,6,Australia,0,28,2,4.66,21,4,0,1,0
Australia VS New Zealand,ODI # 4178,Mitchell Santner,3,Australia,0,23,0,7.66,8,2,0,1,0
Australia VS New Zealand,ODI # 4178,Kane Williamson,7,Australia,0,25,1,3.57,19,0,0,0,0
Australia VS New Zealand,ODI # 4178,Jason Behrendorff,9,New Zealand,0,31,2,3.44,37,2,0,3,0
Australia VS New Zealand,ODI # 4178,Mitchell Starc,9.4,New Zealand,1,26,5,2.68,45,2,0,4,0
Australia VS New Zealand,ODI # 4178,Pat Cummins,6,New Zealand,1,14,1,2.33,28,2,0,0,0
Australia VS New Zealand,ODI # 4178,Nathan Lyon,10,New Zealand,0,36,1,3.60,37,1,1,1,0
Australia VS New Zealand,ODI # 4178,Steven Smith,2,New Zealand,0,6,1,3.00,6,0,0,0,0
Australia VS New Zealand,ODI # 4178,Aaron Finch,1,New Zealand,0,7,0,7.00,2,1,0,0,0
Australia VS New Zealand,ODI # 4178,Marcus Stoinis,2,New Zealand,0,12,0,6.00,7,0,1,0,0
Australia VS New Zealand,ODI # 4178,Glenn Maxwell,4,New Zealand,0,18,0,4.50,10,1,0,0,0
Afghanistan VS Pakistan,ODI # 4177,Imad Wasim,10,Afghanistan,0,48,2,4.80,34,5,1,0,0
Afghanistan VS Pakistan,ODI # 4177,Mohammad Amir,10,Afghanistan,1,41,0,4.10,39,6,0,1,0
Afghanistan VS Pakistan,ODI # 4177,Shaheen Shah Afridi,10,Afghanistan,0,47,4,4.70,38,6,0,4,0
Afghanistan VS Pakistan,ODI # 4177,Mohammad Hafeez,2,Afghanistan,0,10,0,5.00,4,0,0,0,0
Afghanistan VS Pakistan,ODI # 4177,Wahab Riaz,8,Afghanistan,0,29,2,3.62,30,2,0,4,0
Afghanistan VS Pakistan,ODI # 4177,Shadab Khan,10,Afghanistan,0,44,1,4.40,29,2,1,1,0
Afghanistan VS Pakistan,ODI # 4177,Mujeeb Ur Rahman,10,Pakistan,1,34,2,3.40,35,2,0,0,0
Afghanistan VS Pakistan,ODI # 4177,Hamid Hassan,2,Pakistan,0,13,0,6.50,8,3,0,0,0
Afghanistan VS Pakistan,ODI # 4177,Gulbadin Naib,9.4,Pakistan,0,73,0,7.55,20,9,0,1,0
Afghanistan VS Pakistan,ODI # 4177,Mohammad Nabi,10,Pakistan,0,23,2,2.30,38,0,0,0,0
Afghanistan VS Pakistan,ODI # 4177,Rashid Khan,10,Pakistan,0,50,1,5.00,35,4,1,3,0
Afghanistan VS Pakistan,ODI # 4177,Samiullah Shinwari,8,Pakistan,0,32,0,4.00,27,2,0,1,0
South Africa VS Sri Lanka,ODI # 4176,Kagiso Rabada,10,Sri Lanka,2,36,2,3.60,40,3,0,2,0
South Africa VS Sri Lanka,ODI # 4176,Chris Morris,9.3,Sri Lanka,0,46,3,4.84,36,4,1,3,0
South Africa VS Sri Lanka,ODI # 4176,Dwaine Pretorius,10,Sri Lanka,2,25,3,2.50,46,3,0,1,0
South Africa VS Sri Lanka,ODI # 4176,Andile Phehlukwayo,8,Sri Lanka,0,38,1,4.75,24,3,0,2,0
South Africa VS Sri Lanka,ODI # 4176,Imran Tahir,10,Sri Lanka,0,36,0,3.60,34,2,0,0,0
South Africa VS Sri Lanka,ODI # 4176,Jean-Paul Duminy,2,Sri Lanka,0,15,1,7.50,7,1,0,1,0
South Africa VS Sri Lanka,ODI # 4176,Lasith Malinga,10,South Africa,1,47,1,4.70,38,6,0,2,0
South Africa VS Sri Lanka,ODI # 4176,Dhananjaya de Silva,4,South Africa,0,18,0,4.50,14,2,0,1,0
South Africa VS Sri Lanka,ODI # 4176,Suranga Lakmal,6,South Africa,0,47,0,7.83,15,4,1,1,0
South Africa VS Sri Lanka,ODI # 4176,Thisara Perera,5.2,South Africa,1,28,0,5.25,15,3,0,0,0
South Africa VS Sri Lanka,ODI # 4176,Jeevan Mendis,7,South Africa,0,36,0,5.14,16,1,0,3,0
South Africa VS Sri Lanka,ODI # 4176,Isuru Udana,5,South Africa,0,29,0,5.80,11,2,0,2,0
India VS West Indies,ODI # 4175,Sheldon Cottrell,10,India,0,50,2,5.00,31,4,0,2,0
India VS West Indies,ODI # 4175,Kemar Roach,10,India,0,36,3,3.60,41,2,1,0,0
India VS West Indies,ODI # 4175,Oshane Thomas,7,India,0,63,0,9.00,18,7,2,2,0
India VS West Indies,ODI # 4175,Fabian Allen,10,India,0,52,0,5.20,27,5,0,0,0
India VS West Indies,ODI # 4175,Jason Holder,10,India,2,33,2,3.30,46,6,0,0,0
India VS West Indies,ODI # 4175,Carlos Brathwaite,3,India,0,33,0,11.00,0,3,0,2,0
India VS West Indies,ODI # 4175,Mohammed Shami,6.2,West Indies,0,16,4,2.52,29,2,0,1,0
India VS West Indies,ODI # 4175,Jasprit Bumrah,6,West Indies,1,9,2,1.50,28,0,0,0,0
India VS West Indies,ODI # 4175,Hardik Pandya,5,West Indies,0,28,1,5.60,13,3,0,0,1
India VS West Indies,ODI # 4175,Kuldeep Yadav,9,West Indies,1,35,1,3.88,28,1,0,2,0
India VS West Indies,ODI # 4175,Kedar Jadhav,1,West Indies,0,4,0,4.00,5,1,0,0,0
India VS West Indies,ODI # 4175,Yuzvendra Chahal,7,West Indies,0,39,2,5.57,24,5,1,0,0
New Zealand VS Pakistan,ODI # 4174,Mohammad Hafeez,7,New Zealand,0,22,0,3.14,25,1,0,0,0
New Zealand VS Pakistan,ODI # 4174,Mohammad Amir,10,New Zealand,0,67,1,6.70,31,9,1,2,0
New Zealand VS Pakistan,ODI # 4174,Shaheen Shah Afridi,10,New Zealand,3,28,3,2.80,43,2,0,0,0
New Zealand VS Pakistan,ODI # 4174,Imad Wasim,3,New Zealand,0,17,0,5.66,7,1,0,0,0
New Zealand VS Pakistan,ODI # 4174,Shadab Khan,10,New Zealand,0,43,1,4.30,32,1,2,0,0
New Zealand VS Pakistan,ODI # 4174,Wahab Riaz,10,New Zealand,0,55,0,5.50,30,4,1,2,0
New Zealand VS Pakistan,ODI # 4174,Trent Boult,10,Pakistan,0,48,1,4.80,42,7,1,0,0
New Zealand VS Pakistan,ODI # 4174,Matt Henry,7,Pakistan,0,25,0,3.57,27,2,0,0,0
New Zealand VS Pakistan,ODI # 4174,Lockie Ferguson,8.1,Pakistan,0,50,1,6.12,26,7,0,4,0
New Zealand VS Pakistan,ODI # 4174,Colin de Grandhomme,2,Pakistan,0,12,0,6.00,6,1,0,0,0
New Zealand VS Pakistan,ODI # 4174,Mitchell Santner,10,Pakistan,0,38,0,3.80,37,2,1,0,0
New Zealand VS Pakistan,ODI # 4174,James Neesham,3,Pakistan,0,20,0,6.66,9,3,0,1,0
New Zealand VS Pakistan,ODI # 4174,Kane Williamson,8,Pakistan,0,39,1,4.87,24,4,0,1,0
New Zealand VS Pakistan,ODI # 4174,Colin Munro,1,Pakistan,0,9,0,9.00,1,1,0,1,0
England VS Australia,ODI # 4173,Chris Woakes,10,Australia,0,46,2,4.60,35,6,0,1,0
England VS Australia,ODI # 4173,Jofra Archer,9,Australia,0,56,1,6.22,31,7,1,1,0
England VS Australia,ODI # 4173,Mark Wood,9,Australia,0,59,1,6.55,28,9,0,2,0
England VS Australia,ODI # 4173,Ben Stokes,6,Australia,0,29,1,4.83,17,2,0,0,0
England VS Australia,ODI # 4173,Moeen Ali,6,Australia,0,42,1,7.00,12,1,2,0,0
England VS Australia,ODI # 4173,Adil Rashid,10,Australia,0,49,0,4.90,31,5,0,0,0
England VS Australia,ODI # 4173,Jason Behrendorff,10,England,0,44,5,4.40,41,8,0,1,0
England VS Australia,ODI # 4173,Mitchell Starc,8.4,England,1,43,4,4.96,29,5,0,0,0
England VS Australia,ODI # 4173,Pat Cummins,8,England,1,41,0,5.12,30,7,0,1,0
England VS Australia,ODI # 4173,Nathan Lyon,9,England,0,43,0,4.77,27,2,1,0,0
England VS Australia,ODI # 4173,Marcus Stoinis,7,England,0,29,1,4.14,21,2,0,1,0
England VS Australia,ODI # 4173,Glenn Maxwell,2,England,0,15,0,7.50,7,0,2,0,0
Afghanistan VS Bangladesh,ODI # 4172,Mujeeb Ur Rahman,10,Bangladesh,0,39,3,3.90,33,1,0,3,0
Afghanistan VS Bangladesh,ODI # 4172,Dawlat Zadran,9,Bangladesh,0,64,1,7.11,23,5,1,3,0
Afghanistan VS Bangladesh,ODI # 4172,Mohammad Nabi,10,Bangladesh,0,44,1,4.40,30,3,0,1,0
Afghanistan VS Bangladesh,ODI # 4172,Gulbadin Naib,10,Bangladesh,1,56,2,5.60,23,4,0,0,0
Afghanistan VS Bangladesh,ODI # 4172,Rashid Khan,10,Bangladesh,0,52,0,5.20,27,3,0,1,0
Afghanistan VS Bangladesh,ODI # 4172,Rahmat Shah,1,Bangladesh,0,7,0,7.00,2,1,0,0,0
Afghanistan VS Bangladesh,ODI # 4172,Mashrafe Mortaza,7,Afghanistan,0,37,0,5.28,23,2,0,2,0
Afghanistan VS Bangladesh,ODI # 4172,Mustafizur Rahman,8,Afghanistan,1,32,2,4.00,31,4,0,2,0
Afghanistan VS Bangladesh,ODI # 4172,Mohammad Saifuddin,8,Afghanistan,0,33,1,4.12,23,1,0,1,0
Afghanistan VS Bangladesh,ODI # 4172,Shakib Al Hasan,10,Afghanistan,1,29,5,2.90,40,0,1,0,0
Afghanistan VS Bangladesh,ODI # 4172,Mehidy Hasan Miraz,8,Afghanistan,0,37,0,4.62,24,3,0,0,0
Afghanistan VS Bangladesh,ODI # 4172,Mosaddek Hossain,6,Afghanistan,0,25,1,4.16,21,3,0,0,0
Pakistan VS South Africa,ODI # 4171,Kagiso Rabada,10,Pakistan,0,65,0,6.50,30,8,1,1,0
Pakistan VS South Africa,ODI # 4171,Lungi Ngidi,9,Pakistan,0,64,3,7.11,26,7,2,0,0
Pakistan VS South Africa,ODI # 4171,Chris Morris,9,Pakistan,0,61,0,6.77,24,9,0,0,0
Pakistan VS South Africa,ODI # 4171,Andile Phehlukwayo,8,Pakistan,0,49,1,6.12,24,4,1,2,1
Pakistan VS South Africa,ODI # 4171,Imran Tahir,10,Pakistan,0,41,2,4.10,33,2,1,1,0
Pakistan VS South Africa,ODI # 4171,Aiden Markram,4,Pakistan,0,22,1,5.50,10,1,0,1,0
Pakistan VS South Africa,ODI # 4171,Mohammad Hafeez,2,South Africa,0,11,0,5.50,4,0,0,1,0
