VS,Player, ,Batting Possition,Match Id,Teaminnings,Runs,Balls,Mins,Fours,Sixs,Strike Rate
Sri Lanka VS Canada,Harvir Baidwan,not out ,9.0,ODI # 3102,Canada,16.0,35.0,43.0,1.0,0.0,45.71
Sri Lanka VS Canada,Balaji Rao,c Tharanga b Muralidaran,10.0,ODI # 3102,Canada,6.0,7.0,7.0,1.0,0.0,85.71
Sri Lanka VS Canada,Henry Osinde, b Mendis,11.0,ODI # 3102,Canada,4.0,10.0,14.0,0.0,0.0,40.0
Kenya VS New Zealand,Alex Obanda,lbw b Southee,1.0,ODI # 3101,Kenya,6.0,19.0,27.0,0.0,0.0,31.57
Kenya VS New Zealand,Seren Waters,lbw b Bennett,2.0,ODI # 3101,Kenya,16.0,42.0,49.0,1.0,0.0,38.09
Kenya VS New Zealand,Collins Obuya,lbw b Bennett,3.0,ODI # 3101,Kenya,14.0,19.0,32.0,2.0,0.0,73.68
Kenya VS New Zealand,Steve Tikolo, b Bennett,4.0,ODI # 3101,Kenya,2.0,2.0,4.0,0.0,0.0,100.0
Kenya VS New Zealand,Morris Ouma,lbw b Bennett,5.0,ODI # 3101,Kenya,1.0,6.0,12.0,0.0,0.0,16.66
Kenya VS New Zealand,Rakep Patel,not out ,6.0,ODI # 3101,Kenya,16.0,23.0,46.0,1.0,0.0,69.56
Kenya VS New Zealand,Jimmy Kamande,c †BB McCullum b Oram,7.0,ODI # 3101,Kenya,2.0,16.0,19.0,0.0,0.0,12.5
Kenya VS New Zealand,Thomas Odoyo,c Ryder b Oram,8.0,ODI # 3101,Kenya,2.0,6.0,6.0,0.0,0.0,33.33
Kenya VS New Zealand,Nehemiah Odhiambo, b Southee,9.0,ODI # 3101,Kenya,0.0,6.0,6.0,0.0,0.0,0.0
Kenya VS New Zealand,Shem Ngoche,lbw b Southee,10.0,ODI # 3101,Kenya,0.0,1.0,1.0,0.0,0.0,0.0
Kenya VS New Zealand,Elijah Otieno,c Styris b Oram,11.0,ODI # 3101,Kenya,0.0,4.0,4.0,0.0,0.0,0.0
Kenya VS New Zealand,Martin Guptill,not out ,1.0,ODI # 3101,New Zealand,39.0,32.0,37.0,5.0,2.0,121.87
Kenya VS New Zealand,Brendon McCullum,not out ,2.0,ODI # 3101,New Zealand,26.0,17.0,37.0,4.0,0.0,152.94
Bangladesh VS India,Virender Sehwag, b Shakib Al Hasan,1.0,ODI # 3100,India,175.0,140.0,198.0,14.0,5.0,125.0
Bangladesh VS India,Sachin Tendulkar,run out (Shakib Al Hasan/†Mushfiqur Rahim),2.0,ODI # 3100,India,28.0,29.0,46.0,4.0,0.0,96.55
Bangladesh VS India,Gautam Gambhir, b Mahmudullah,3.0,ODI # 3100,India,39.0,39.0,49.0,3.0,0.0,100.0
Bangladesh VS India,Virat Kohli,not out ,4.0,ODI # 3100,India,100.0,83.0,113.0,8.0,2.0,120.48
Bangladesh VS India,Yusuf Pathan,c †Mushfiqur Rahim b Shafiul Islam,5.0,ODI # 3100,India,8.0,10.0,10.0,0.0,0.0,80.0
Bangladesh VS India,Tamim Iqbal,c Yuvraj Singh b Patel,1.0,ODI # 3100,Bangladesh,70.0,86.0,136.0,3.0,1.0,81.39
Bangladesh VS India,Imrul Kayes, b Patel,2.0,ODI # 3100,Bangladesh,34.0,29.0,33.0,7.0,0.0,117.24
Bangladesh VS India,Zunaed Siddique,st †Dhoni b Harbhajan Singh,3.0,ODI # 3100,Bangladesh,37.0,52.0,66.0,1.0,1.0,71.15
Bangladesh VS India,Shakib Al Hasan,c Harbhajan Singh b Pathan,4.0,ODI # 3100,Bangladesh,55.0,50.0,65.0,5.0,0.0,110.0
Bangladesh VS India,Mushfiqur Rahim,c sub (SK Raina) b Khan,5.0,ODI # 3100,Bangladesh,25.0,30.0,39.0,2.0,0.0,83.33
Bangladesh VS India,Raqibul Hasan,not out ,6.0,ODI # 3100,Bangladesh,28.0,28.0,44.0,0.0,1.0,100.0
Bangladesh VS India,Mahmudullah, b Patel,7.0,ODI # 3100,Bangladesh,6.0,6.0,6.0,0.0,0.0,100.0
Bangladesh VS India,Naeem Islam,lbw b Patel,8.0,ODI # 3100,Bangladesh,2.0,8.0,8.0,0.0,0.0,25.0
Bangladesh VS India,Abdur Razzak,lbw b Khan,9.0,ODI # 3100,Bangladesh,1.0,5.0,6.0,0.0,0.0,20.0
Bangladesh VS India,Shafiul Islam,run out (Harbhajan Singh),10.0,ODI # 3100,Bangladesh,0.0,1.0,1.0,0.0,0.0,0.0
Bangladesh VS India,Rubel Hossain,not out ,11.0,ODI # 3100,Bangladesh,1.0,6.0,4.0,0.0,0.0,16.66
Australia VS New Zealand,Martin Guptill, b Maxwell,1.0,ODI # 3646,New Zealand,15.0,34.0,48.0,1.0,1.0,44.11
Australia VS New Zealand,Brendon McCullum, b Starc,2.0,ODI # 3646,New Zealand,0.0,3.0,3.0,0.0,0.0,0.0
Australia VS New Zealand,Kane Williamson,c & b Johnson,3.0,ODI # 3646,New Zealand,12.0,33.0,52.0,1.0,0.0,36.36
Australia VS New Zealand,Ross Taylor,c †Haddin b Faulkner,4.0,ODI # 3646,New Zealand,40.0,72.0,104.0,2.0,0.0,55.55
Australia VS New Zealand,Grant Elliott,c †Haddin b Faulkner,5.0,ODI # 3646,New Zealand,83.0,82.0,133.0,7.0,1.0,101.21
Australia VS New Zealand,Corey Anderson, b Faulkner,6.0,ODI # 3646,New Zealand,0.0,2.0,3.0,0.0,0.0,0.0
Australia VS New Zealand,Luke Ronchi,c Clarke b Starc,7.0,ODI # 3646,New Zealand,0.0,4.0,6.0,0.0,0.0,0.0
Australia VS New Zealand,Daniel Vettori, b Johnson,8.0,ODI # 3646,New Zealand,9.0,21.0,23.0,1.0,0.0,42.85
Australia VS New Zealand,Tim Southee,run out (Maxwell),9.0,ODI # 3646,New Zealand,11.0,11.0,21.0,0.0,1.0,100.0
Australia VS New Zealand,Matt Henry,c Starc b Johnson,10.0,ODI # 3646,New Zealand,0.0,7.0,14.0,0.0,0.0,0.0
Australia VS New Zealand,Trent Boult,not out ,11.0,ODI # 3646,New Zealand,0.0,1.0,3.0,0.0,0.0,0.0
Australia VS New Zealand,David Warner,c Elliott b Henry,1.0,ODI # 3646,Australia,45.0,46.0,51.0,7.0,0.0,97.82
Australia VS New Zealand,Aaron Finch,c & b Boult,2.0,ODI # 3646,Australia,0.0,5.0,7.0,0.0,0.0,0.0
Australia VS New Zealand,Steven Smith,not out ,3.0,ODI # 3646,Australia,56.0,71.0,137.0,3.0,0.0,78.87
Australia VS New Zealand,Michael Clarke, b Henry,4.0,ODI # 3646,Australia,74.0,72.0,84.0,10.0,1.0,102.77
Australia VS New Zealand,Shane Watson,not out ,5.0,ODI # 3646,Australia,2.0,5.0,10.0,0.0,0.0,40.0
Australia VS India,Aaron Finch,c Dhawan b Yadav,1.0,ODI # 3645,Australia,81.0,116.0,160.0,7.0,1.0,69.82
Australia VS India,David Warner,c Kohli b Yadav,2.0,ODI # 3645,Australia,12.0,7.0,14.0,1.0,1.0,171.42
Australia VS India,Steven Smith,c RG Sharma b Yadav,3.0,ODI # 3645,Australia,105.0,93.0,121.0,11.0,2.0,112.9
Australia VS India,Glenn Maxwell,c Rahane b Ashwin,4.0,ODI # 3645,Australia,23.0,14.0,17.0,3.0,1.0,164.28
Australia VS India,Shane Watson,c Rahane b MM Sharma,5.0,ODI # 3645,Australia,28.0,30.0,51.0,2.0,1.0,93.33
Australia VS India,Michael Clarke,c RG Sharma b MM Sharma,6.0,ODI # 3645,Australia,10.0,12.0,16.0,1.0,0.0,83.33
Australia VS India,James Faulkner, b Yadav,7.0,ODI # 3645,Australia,21.0,12.0,20.0,3.0,1.0,175.0
Australia VS India,Brad Haddin,not out ,8.0,ODI # 3645,Australia,7.0,7.0,22.0,1.0,0.0,100.0
Australia VS India,Mitchell Johnson,not out ,9.0,ODI # 3645,Australia,27.0,9.0,14.0,4.0,1.0,300.0
Australia VS India,Rohit Sharma, b Johnson,1.0,ODI # 3645,India,34.0,48.0,83.0,1.0,2.0,70.83
Australia VS India,Shikhar Dhawan,c Maxwell b Hazlewood,2.0,ODI # 3645,India,45.0,41.0,57.0,6.0,1.0,109.75
Australia VS India,Virat Kohli,c †Haddin b Johnson,3.0,ODI # 3645,India,1.0,13.0,11.0,0.0,0.0,7.69
Australia VS India,Ajinkya Rahane,c †Haddin b Starc,4.0,ODI # 3645,India,44.0,68.0,87.0,2.0,0.0,64.7
Australia VS India,Suresh Raina,c †Haddin b Faulkner,5.0,ODI # 3645,India,7.0,11.0,20.0,1.0,0.0,63.63
Australia VS India,MS Dhoni,run out (Maxwell),6.0,ODI # 3645,India,65.0,65.0,94.0,3.0,2.0,100.0
Australia VS India,Ravindra Jadeja,run out (Smith),7.0,ODI # 3645,India,16.0,17.0,23.0,2.0,0.0,94.11
Australia VS India,Ravichandran Ashwin, b Faulkner,8.0,ODI # 3645,India,5.0,13.0,19.0,0.0,0.0,38.46
Australia VS India,Mohammed Shami,not out ,9.0,ODI # 3645,India,1.0,1.0,11.0,0.0,0.0,100.0
Australia VS India,Mohit Sharma, b Faulkner,10.0,ODI # 3645,India,0.0,1.0,1.0,0.0,0.0,0.0
Australia VS India,Umesh Yadav, b Starc,11.0,ODI # 3645,India,0.0,5.0,5.0,0.0,0.0,0.0
New Zealand VS South Africa,Hashim Amla, b Boult,1.0,ODI # 3644,South Africa,10.0,14.0,15.0,2.0,0.0,71.42
New Zealand VS South Africa,Quinton de Kock,c Southee b Boult,2.0,ODI # 3644,South Africa,14.0,17.0,36.0,2.0,0.0,82.35
New Zealand VS South Africa,Faf du Plessis,c †Ronchi b Anderson,3.0,ODI # 3644,South Africa,82.0,107.0,155.0,7.0,1.0,76.63
New Zealand VS South Africa,Rilee Rossouw,c Guptill b Anderson,4.0,ODI # 3644,South Africa,39.0,53.0,77.0,2.0,1.0,73.58
New Zealand VS South Africa,AB de Villiers,not out ,5.0,ODI # 3644,South Africa,65.0,45.0,84.0,8.0,1.0,144.44
New Zealand VS South Africa,David Miller,c †Ronchi b Anderson,6.0,ODI # 3644,South Africa,49.0,18.0,23.0,6.0,3.0,272.22
New Zealand VS South Africa,Jean-Paul Duminy,not out ,7.0,ODI # 3644,South Africa,8.0,4.0,4.0,1.0,0.0,200.0
New Zealand VS South Africa,Martin Guptill,run out (Amla/†de Kock),1.0,ODI # 3644,New Zealand,34.0,38.0,80.0,3.0,1.0,89.47
New Zealand VS South Africa,Brendon McCullum,c Steyn b Morkel,2.0,ODI # 3644,New Zealand,59.0,26.0,32.0,8.0,4.0,226.92
New Zealand VS South Africa,Kane Williamson, b Morkel,3.0,ODI # 3644,New Zealand,6.0,11.0,12.0,1.0,0.0,54.54
New Zealand VS South Africa,Ross Taylor,c †de Kock b Duminy,4.0,ODI # 3644,New Zealand,30.0,39.0,57.0,4.0,0.0,76.92
New Zealand VS South Africa,Grant Elliott,not out ,5.0,ODI # 3644,New Zealand,84.0,73.0,132.0,7.0,3.0,115.06
New Zealand VS South Africa,Corey Anderson,c du Plessis b Morkel,6.0,ODI # 3644,New Zealand,58.0,57.0,80.0,6.0,2.0,101.75
New Zealand VS South Africa,Luke Ronchi,c Rossouw b Steyn,7.0,ODI # 3644,New Zealand,8.0,7.0,13.0,1.0,0.0,114.28
New Zealand VS South Africa,Daniel Vettori,not out ,8.0,ODI # 3644,New Zealand,7.0,6.0,19.0,1.0,0.0,116.66
New Zealand VS West Indies,Martin Guptill,not out ,1.0,ODI # 3643,New Zealand,237.0,163.0,223.0,24.0,11.0,145.39
New Zealand VS West Indies,Brendon McCullum,c Holder b Taylor,2.0,ODI # 3643,New Zealand,12.0,8.0,18.0,1.0,1.0,150.0
New Zealand VS West Indies,Kane Williamson,c Gayle b Russell,3.0,ODI # 3643,New Zealand,33.0,35.0,48.0,5.0,0.0,94.28
New Zealand VS West Indies,Ross Taylor,run out (†Ramdin/Benn),4.0,ODI # 3643,New Zealand,42.0,61.0,92.0,2.0,0.0,68.85
New Zealand VS West Indies,Corey Anderson,c Gayle b Russell,5.0,ODI # 3643,New Zealand,15.0,16.0,25.0,1.0,1.0,93.75
New Zealand VS West Indies,Grant Elliott,lbw b Taylor,6.0,ODI # 3643,New Zealand,27.0,11.0,20.0,2.0,2.0,245.45
New Zealand VS West Indies,Luke Ronchi,c Benn b Taylor,7.0,ODI # 3643,New Zealand,9.0,5.0,13.0,2.0,0.0,180.0
New Zealand VS West Indies,Daniel Vettori,not out ,8.0,ODI # 3643,New Zealand,8.0,2.0,7.0,2.0,0.0,400.0
New Zealand VS West Indies,Chris Gayle, b Milne,1.0,ODI # 3643,West Indies,61.0,33.0,77.0,2.0,8.0,184.84
New Zealand VS West Indies,Johnson Charles, b Boult,2.0,ODI # 3643,West Indies,3.0,6.0,5.0,0.0,0.0,50.0
New Zealand VS West Indies,Lendl Simmons,c Guptill b Boult,3.0,ODI # 3643,West Indies,12.0,17.0,18.0,1.0,1.0,70.58
New Zealand VS West Indies,Marlon Samuels,c Vettori b Boult,4.0,ODI # 3643,West Indies,27.0,15.0,17.0,3.0,1.0,180.0
New Zealand VS West Indies,Denesh Ramdin,lbw b Boult,5.0,ODI # 3643,West Indies,0.0,4.0,2.0,0.0,0.0,0.0
New Zealand VS West Indies,Jonathan Carter, b Vettori,6.0,ODI # 3643,West Indies,32.0,39.0,58.0,4.0,1.0,82.05
New Zealand VS West Indies,Daren Sammy,c †Ronchi b Anderson,7.0,ODI # 3643,West Indies,27.0,16.0,21.0,3.0,1.0,168.75
New Zealand VS West Indies,Andre Russell, b Southee,8.0,ODI # 3643,West Indies,20.0,11.0,16.0,1.0,2.0,181.81
New Zealand VS West Indies,Jason Holder,c Anderson b Vettori,9.0,ODI # 3643,West Indies,42.0,26.0,33.0,5.0,2.0,161.53
New Zealand VS West Indies,Jerome Taylor,c Guptill b Southee,10.0,ODI # 3643,West Indies,11.0,12.0,8.0,2.0,0.0,91.66
New Zealand VS West Indies,Sulieman Benn,not out ,11.0,ODI # 3643,West Indies,9.0,4.0,13.0,2.0,0.0,225.0
Australia VS Pakistan,Ahmed Shehzad,c Clarke b Hazlewood,1.0,ODI # 3642,Pakistan,5.0,13.0,23.0,0.0,0.0,38.46
Australia VS Pakistan,Sarfaraz Ahmed,c Watson b Starc,2.0,ODI # 3642,Pakistan,10.0,16.0,19.0,1.0,0.0,62.5
Australia VS Pakistan,Haris Sohail,c †Haddin b Johnson,3.0,ODI # 3642,Pakistan,41.0,57.0,94.0,4.0,0.0,71.92
Australia VS Pakistan,Misbah-ul-Haq,c Finch b Maxwell,4.0,ODI # 3642,Pakistan,34.0,59.0,75.0,1.0,2.0,57.62
Australia VS Pakistan,Umar Akmal,c Finch b Maxwell,5.0,ODI # 3642,Pakistan,20.0,25.0,24.0,2.0,0.0,80.0
Australia VS Pakistan,Sohaib Maqsood,c Johnson b Hazlewood,6.0,ODI # 3642,Pakistan,29.0,44.0,63.0,1.0,0.0,65.9
Australia VS Pakistan,Shahid Afridi,c Finch b Hazlewood,7.0,ODI # 3642,Pakistan,23.0,15.0,21.0,3.0,1.0,153.33
Australia VS Pakistan,Wahab Riaz,c †Haddin b Starc,8.0,ODI # 3642,Pakistan,16.0,22.0,35.0,2.0,0.0,72.72
Australia VS Pakistan,Ehsan Adil,c Starc b Faulkner,9.0,ODI # 3642,Pakistan,15.0,22.0,32.0,1.0,0.0,68.18
Australia VS Pakistan,Sohail Khan,c †Haddin b Hazlewood,10.0,ODI # 3642,Pakistan,4.0,5.0,7.0,0.0,0.0,80.0
Australia VS Pakistan,Rahat Ali,not out ,11.0,ODI # 3642,Pakistan,6.0,21.0,20.0,0.0,0.0,28.57
Australia VS Pakistan,David Warner,c Rahat Ali b Wahab Riaz,1.0,ODI # 3642,Australia,24.0,23.0,41.0,3.0,0.0,104.34
Australia VS Pakistan,Aaron Finch,lbw b Sohail Khan,2.0,ODI # 3642,Australia,2.0,5.0,11.0,0.0,0.0,40.0
Australia VS Pakistan,Steven Smith,lbw b Ehsan Adil,3.0,ODI # 3642,Australia,65.0,69.0,115.0,7.0,0.0,94.2
Australia VS Pakistan,Michael Clarke,c Sohaib Maqsood b Wahab Riaz,4.0,ODI # 3642,Australia,8.0,11.0,10.0,0.0,0.0,72.72
Australia VS Pakistan,Shane Watson,not out ,5.0,ODI # 3642,Australia,64.0,66.0,114.0,7.0,1.0,96.96
Australia VS Pakistan,Glenn Maxwell,not out ,6.0,ODI # 3642,Australia,44.0,29.0,37.0,5.0,2.0,151.72
Bangladesh VS India,Rohit Sharma, b Taskin Ahmed,1.0,ODI # 3641,India,137.0,126.0,223.0,14.0,3.0,108.73
Bangladesh VS India,Shikhar Dhawan,st †Mushfiqur Rahim b Shakib Al Hasan,2.0,ODI # 3641,India,30.0,50.0,74.0,3.0,0.0,60.0
Bangladesh VS India,Virat Kohli,c †Mushfiqur Rahim b Rubel Hossain,3.0,ODI # 3641,India,3.0,8.0,6.0,0.0,0.0,37.5
Bangladesh VS India,Ajinkya Rahane,c Shakib Al Hasan b Taskin Ahmed,4.0,ODI # 3641,India,19.0,37.0,38.0,1.0,0.0,51.35
Bangladesh VS India,Suresh Raina,c †Mushfiqur Rahim b Mashrafe Mortaza,5.0,ODI # 3641,India,65.0,57.0,81.0,7.0,1.0,114.03
Bangladesh VS India,MS Dhoni,c Nasir Hossain b Taskin Ahmed,6.0,ODI # 3641,India,6.0,11.0,28.0,0.0,0.0,54.54
Bangladesh VS India,Ravindra Jadeja,not out ,7.0,ODI # 3641,India,23.0,10.0,15.0,4.0,0.0,230.0
Bangladesh VS India,Ravichandran Ashwin,not out ,8.0,ODI # 3641,India,3.0,3.0,5.0,0.0,0.0,100.0
Bangladesh VS India,Tamim Iqbal,c †Dhoni b Yadav,1.0,ODI # 3641,Bangladesh,25.0,25.0,28.0,4.0,0.0,100.0
Bangladesh VS India,Imrul Kayes,run out (Jadeja/Yadav),2.0,ODI # 3641,Bangladesh,5.0,14.0,31.0,0.0,0.0,35.71
Bangladesh VS India,Soumya Sarkar,c †Dhoni b Mohammed Shami,3.0,ODI # 3641,Bangladesh,29.0,43.0,59.0,3.0,1.0,67.44
Bangladesh VS India,Mahmudullah,c Dhawan b Mohammed Shami,4.0,ODI # 3641,Bangladesh,21.0,31.0,44.0,2.0,0.0,67.74
Bangladesh VS India,Shakib Al Hasan,c Mohammed Shami b Jadeja,5.0,ODI # 3641,Bangladesh,10.0,34.0,36.0,0.0,0.0,29.41
Bangladesh VS India,Mushfiqur Rahim,c †Dhoni b Yadav,6.0,ODI # 3641,Bangladesh,27.0,43.0,50.0,2.0,0.0,62.79
Bangladesh VS India,Sabbir Rahman,c Mohammed Shami b Yadav,7.0,ODI # 3641,Bangladesh,30.0,40.0,68.0,2.0,0.0,75.0
Bangladesh VS India,Nasir Hossain,c Ashwin b Jadeja,8.0,ODI # 3641,Bangladesh,35.0,34.0,29.0,6.0,0.0,102.94
Bangladesh VS India,Mashrafe Mortaza,c †Dhoni b MM Sharma,9.0,ODI # 3641,Bangladesh,1.0,3.0,4.0,0.0,0.0,33.33
Bangladesh VS India,Rubel Hossain,c Ashwin b Yadav,10.0,ODI # 3641,Bangladesh,0.0,3.0,2.0,0.0,0.0,0.0
Bangladesh VS India,Taskin Ahmed,not out ,11.0,ODI # 3641,Bangladesh,0.0,0.0,1.0,0.0,0.0,0.0
South Africa VS Sri Lanka,Kusal Perera,c †de Kock b Abbott,1.0,ODI # 3640,Sri Lanka,3.0,10.0,6.0,0.0,0.0,30.0
South Africa VS Sri Lanka,Tillakaratne Dilshan,c du Plessis b Steyn,2.0,ODI # 3640,Sri Lanka,0.0,7.0,19.0,0.0,0.0,0.0
South Africa VS Sri Lanka,Kumar Sangakkara,c Miller b Morkel,3.0,ODI # 3640,Sri Lanka,45.0,96.0,151.0,3.0,0.0,46.87
South Africa VS Sri Lanka,Lahiru Thirimanne,c & b Imran Tahir,4.0,ODI # 3640,Sri Lanka,41.0,48.0,63.0,5.0,0.0,85.41
South Africa VS Sri Lanka,Mahela Jayawardene,c du Plessis b Imran Tahir,5.0,ODI # 3640,Sri Lanka,4.0,16.0,13.0,0.0,0.0,25.0
South Africa VS Sri Lanka,Angelo Mathews,c du Plessis b Duminy,6.0,ODI # 3640,Sri Lanka,19.0,32.0,37.0,1.0,0.0,59.37
South Africa VS Sri Lanka,Thisara Perera,c Rossouw b Imran Tahir,7.0,ODI # 3640,Sri Lanka,0.0,3.0,4.0,0.0,0.0,0.0
South Africa VS Sri Lanka,Nuwan Kulasekara,c †de Kock b Duminy,8.0,ODI # 3640,Sri Lanka,1.0,2.0,4.0,0.0,0.0,50.0
South Africa VS Sri Lanka,Tharindu Kaushal,lbw b Duminy,9.0,ODI # 3640,Sri Lanka,0.0,1.0,1.0,0.0,0.0,0.0
South Africa VS Sri Lanka,Dushmantha Chameera,not out ,10.0,ODI # 3640,Sri Lanka,2.0,5.0,17.0,0.0,0.0,40.0
South Africa VS Sri Lanka,Lasith Malinga,c Miller b Imran Tahir,11.0,ODI # 3640,Sri Lanka,3.0,6.0,7.0,0.0,0.0,50.0
South Africa VS Sri Lanka,Hashim Amla,c Kulasekara b Malinga,1.0,ODI # 3640,South Africa,16.0,23.0,30.0,1.0,0.0,69.56
South Africa VS Sri Lanka,Quinton de Kock,not out ,2.0,ODI # 3640,South Africa,78.0,57.0,89.0,12.0,0.0,136.84
South Africa VS Sri Lanka,Faf du Plessis,not out ,3.0,ODI # 3640,South Africa,21.0,31.0,55.0,0.0,0.0,67.74
Ireland VS Pakistan,William Porterfield,c Shahid Afridi b Sohail Khan,1.0,ODI # 3639,Ireland,107.0,131.0,161.0,11.0,1.0,81.67
Ireland VS Pakistan,Paul Stirling,lbw b Ehsan Adil,2.0,ODI # 3639,Ireland,3.0,8.0,15.0,0.0,0.0,37.5
Ireland VS Pakistan,Ed Joyce,c Umar Akmal b Wahab Riaz,3.0,ODI # 3639,Ireland,11.0,18.0,41.0,1.0,0.0,61.11
Ireland VS Pakistan,Niall O'Brien,c Umar Akmal b Rahat Ali,4.0,ODI # 3639,Ireland,12.0,10.0,20.0,2.0,0.0,120.0
Ireland VS Pakistan,Andy Balbirnie,c Shahid Afridi b Haris Sohail,5.0,ODI # 3639,Ireland,18.0,36.0,44.0,0.0,0.0,50.0
Ireland VS Pakistan,Gary Wilson,c Wahab Riaz b Sohail Khan,6.0,ODI # 3639,Ireland,29.0,38.0,46.0,2.0,0.0,76.31
Ireland VS Pakistan,Kevin O'Brien,c Sohaib Maqsood b Wahab Riaz,7.0,ODI # 3639,Ireland,8.0,16.0,40.0,1.0,0.0,50.0
Ireland VS Pakistan,Stuart Thompson,c Umar Akmal b Rahat Ali,8.0,ODI # 3639,Ireland,12.0,15.0,14.0,1.0,0.0,80.0
Ireland VS Pakistan,John Mooney,c Umar Akmal b Wahab Riaz,9.0,ODI # 3639,Ireland,13.0,19.0,27.0,1.0,0.0,68.42
Ireland VS Pakistan,George Dockrell,run out (†Sarfaraz Ahmed/Wahab Riaz),10.0,ODI # 3639,Ireland,11.0,8.0,13.0,0.0,1.0,137.5
Ireland VS Pakistan,Alex Cusack,not out ,11.0,ODI # 3639,Ireland,1.0,1.0,3.0,0.0,0.0,100.0
Ireland VS Pakistan,Ahmed Shehzad,c Joyce b Thompson,1.0,ODI # 3639,Pakistan,63.0,71.0,94.0,7.0,0.0,88.73
Ireland VS Pakistan,Sarfaraz Ahmed,not out ,2.0,ODI # 3639,Pakistan,101.0,124.0,200.0,6.0,0.0,81.45
Ireland VS Pakistan,Haris Sohail,run out (Balbirnie/Dockrell),3.0,ODI # 3639,Pakistan,3.0,7.0,9.0,0.0,0.0,42.85
Ireland VS Pakistan,Misbah-ul-Haq,hit wicket b Cusack,4.0,ODI # 3639,Pakistan,39.0,46.0,59.0,3.0,2.0,84.78
Ireland VS Pakistan,Umar Akmal,not out ,5.0,ODI # 3639,Pakistan,20.0,29.0,36.0,4.0,0.0,68.96
U.A.E. VS West Indies,Amjad Ali,lbw b Holder,1.0,ODI # 3638,United Arab Emirates,5.0,19.0,28.0,0.0,0.0,26.31
U.A.E. VS West Indies,Andri Berenger,c †Ramdin b Holder,2.0,ODI # 3638,United Arab Emirates,7.0,7.0,16.0,1.0,0.0,100.0
U.A.E. VS West Indies,Krishna Chandran,c Smith b Holder,3.0,ODI # 3638,United Arab Emirates,0.0,6.0,9.0,0.0,0.0,0.0
U.A.E. VS West Indies,Khurram Khan, b Taylor,4.0,ODI # 3638,United Arab Emirates,5.0,5.0,8.0,1.0,0.0,100.0
U.A.E. VS West Indies,Shaiman Anwar, b Taylor,5.0,ODI # 3638,United Arab Emirates,2.0,6.0,16.0,0.0,0.0,33.33
U.A.E. VS West Indies,Swapnil Patil, b Holder,6.0,ODI # 3638,United Arab Emirates,6.0,20.0,33.0,0.0,0.0,30.0
U.A.E. VS West Indies,Amjad Javed, b Russell,7.0,ODI # 3638,United Arab Emirates,56.0,99.0,133.0,7.0,1.0,56.56
U.A.E. VS West Indies,Nasir Aziz,c Holder b Samuels,8.0,ODI # 3638,United Arab Emirates,60.0,86.0,120.0,8.0,0.0,69.76
U.A.E. VS West Indies,Mohammad Naveed, b Russell,9.0,ODI # 3638,United Arab Emirates,14.0,9.0,6.0,1.0,1.0,155.55
U.A.E. VS West Indies,Mohammad Tauqir, b Taylor,10.0,ODI # 3638,United Arab Emirates,2.0,19.0,18.0,0.0,0.0,10.52
U.A.E. VS West Indies,Manjula Guruge,not out ,11.0,ODI # 3638,United Arab Emirates,4.0,10.0,13.0,0.0,0.0,40.0
U.A.E. VS West Indies,Dwayne Smith,c †Patil b Guruge,1.0,ODI # 3638,West Indies,15.0,9.0,11.0,1.0,1.0,166.66
U.A.E. VS West Indies,Johnson Charles,c Krishna Chandran b Amjad Javed,2.0,ODI # 3638,West Indies,55.0,40.0,68.0,9.0,2.0,137.5
U.A.E. VS West Indies,Marlon Samuels,c Berenger b Guruge,3.0,ODI # 3638,West Indies,9.0,18.0,19.0,1.0,0.0,50.0
U.A.E. VS West Indies,Jonathan Carter,not out ,4.0,ODI # 3638,West Indies,50.0,58.0,104.0,5.0,0.0,86.2
U.A.E. VS West Indies,Andre Russell,c & b Amjad Javed,5.0,ODI # 3638,West Indies,7.0,8.0,10.0,0.0,1.0,87.5
U.A.E. VS West Indies,Denesh Ramdin,not out ,6.0,ODI # 3638,West Indies,33.0,50.0,55.0,2.0,0.0,66.0
Australia VS Scotland,Kyle Coetzer,c Smith b Starc,1.0,ODI # 3637,Scotland,0.0,11.0,11.0,0.0,0.0,0.0
Australia VS Scotland,Calum MacLeod,c Warner b Starc,2.0,ODI # 3637,Scotland,22.0,19.0,31.0,5.0,0.0,115.78
Australia VS Scotland,Matt Machan,c Faulkner b Cummins,3.0,ODI # 3637,Scotland,40.0,35.0,63.0,6.0,0.0,114.28
Australia VS Scotland,Preston Mommsen,c Starc b Watson,4.0,ODI # 3637,Scotland,0.0,2.0,2.0,0.0,0.0,0.0
Australia VS Scotland,Freddie Coleman,c Clarke b Johnson,5.0,ODI # 3637,Scotland,0.0,7.0,12.0,0.0,0.0,0.0
Australia VS Scotland,Richie Berrington,c Warner b Maxwell,6.0,ODI # 3637,Scotland,1.0,6.0,5.0,0.0,0.0,16.66
Australia VS Scotland,Matthew Cross,c †Haddin b Cummins,7.0,ODI # 3637,Scotland,9.0,20.0,24.0,2.0,0.0,45.0
Australia VS Scotland,Josh Davey, b Starc,8.0,ODI # 3637,Scotland,26.0,35.0,36.0,4.0,0.0,74.28
Australia VS Scotland,Rob Taylor,c †Haddin b Cummins,9.0,ODI # 3637,Scotland,0.0,6.0,13.0,0.0,0.0,0.0
