VS,Match Id,Player,Overs,Teaminnings,Mins,Given Runs,Wickets,ECON,Dot Balls,Fours,Sixs,Wides,No Balls,Bowling Average,Balls,Strike Rate,Five Wicket Hauls,Bowling Figure
New Zealand VS West Indies,ODI # 1949,Collins Obuya,5.0,South Africa,1,32,0,6.4,19,4,1,0,1,0.0,30,0.0,0,0/32
New Zealand VS West Indies,ODI # 1949,Maurice Odumbe,2.0,South Africa,0,21,0,10.5,7,2,2,0,0,0.0,12,0.0,0,0/21
New Zealand VS West Indies,ODI # 1949,Peter Ongondo,2.2,South Africa,0,17,0,7.28,7,3,0,0,0,0.0,14,0.0,0,0/17
South Africa VS Kenya,ODI # 1947,Edgar Schiferli,10.0,India,2,49,0,4.9,32,6,0,0,0,0.0,60,0.0,0,0/49
South Africa VS Kenya,ODI # 1947,Roland Lefebvre,9.0,India,1,27,1,3.0,37,2,0,2,0,27.0,54,54.0,0,1/27
South Africa VS Kenya,ODI # 1947,Tim de Leede,9.5,India,0,35,4,3.55,38,2,0,2,0,8.75,59,14.75,0,4/35
South Africa VS Kenya,ODI # 1947,Feiko Kloppenburg,10.0,India,0,40,1,4.0,32,0,0,3,1,40.0,60,60.0,0,1/40
South Africa VS Kenya,ODI # 1947,Adeel Raja,9.0,India,0,47,2,5.22,25,3,1,0,0,23.5,54,27.0,0,2/47
South Africa VS Kenya,ODI # 1947,Luuk van Troost,1.0,India,0,4,0,4.0,3,0,0,0,0,0.0,6,0.0,0,0/4
South Africa VS Kenya,ODI # 1947,Javagal Srinath,9.1,Netherlands,1,30,4,3.27,40,2,0,1,1,7.5,55,13.75,0,4/30
South Africa VS Kenya,ODI # 1947,Zaheer Khan,8.0,Netherlands,1,17,1,2.12,41,0,0,9,0,17.0,48,48.0,0,1/17
South Africa VS Kenya,ODI # 1947,Harbhajan Singh,10.0,Netherlands,1,20,1,2.0,43,0,0,0,0,20.0,60,60.0,0,1/20
South Africa VS Kenya,ODI # 1947,Anil Kumble,10.0,Netherlands,1,32,4,3.2,46,4,0,1,1,8.0,60,15.0,0,4/32
South Africa VS Kenya,ODI # 1947,Sourav Ganguly,4.0,Netherlands,0,14,0,3.5,15,1,0,2,0,0.0,24,0.0,0,0/14
South Africa VS Kenya,ODI # 1947,Sachin Tendulkar,4.0,Netherlands,0,9,0,2.25,15,0,0,0,0,0.0,24,0.0,0,0/9
South Africa VS Kenya,ODI # 1947,Virender Sehwag,3.0,Netherlands,0,6,0,2.0,12,0,0,0,0,0.0,18,0.0,0,0/6
India VS Netherlands,ODI # 1948,Manjurul Islam,8.1,Canada,1,30,1,3.67,32,1,0,1,0,30.0,49,49.0,0,1/30
India VS Netherlands,ODI # 1948,Mashrafe Mortaza,8.0,Canada,0,38,2,4.75,33,5,0,5,2,19.0,48,24.0,0,2/38
India VS Netherlands,ODI # 1948,Tapash Baisya,3.0,Canada,0,26,1,8.66,10,4,1,1,0,26.0,18,18.0,0,1/26
India VS Netherlands,ODI # 1948,Mohammad Rafique,10.0,Canada,2,34,1,3.4,47,5,0,5,0,34.0,60,60.0,0,1/34
India VS Netherlands,ODI # 1948,Sanuar Hossain,10.0,Canada,0,26,2,2.6,43,1,1,1,0,13.0,60,30.0,0,2/26
India VS Netherlands,ODI # 1948,Alok Kapali,10.0,Canada,0,19,1,1.9,44,0,0,1,0,19.0,60,60.0,0,1/19
India VS Netherlands,ODI # 1948,Davis Joseph,8.0,Bangladesh,1,42,2,5.25,31,5,0,8,0,21.0,48,24.0,0,2/42
India VS Netherlands,ODI # 1948,Sanjayan Thuraisingam,6.0,Bangladesh,0,34,1,5.66,26,5,0,5,0,34.0,36,36.0,0,1/34
India VS Netherlands,ODI # 1948,Austin Codrington,9.0,Bangladesh,3,27,5,3.0,39,2,0,1,0,5.4,54,10.8,1,5/27
India VS Netherlands,ODI # 1948,John Davison,5.0,Bangladesh,1,15,2,3.0,22,2,0,0,0,7.5,30,15.0,0,2/15
Bangladesh VS Canada,ODI # 1946,Wasim Akram,10.0,Australia,0,64,3,6.4,33,7,1,5,2,21.33,60,20.0,0,3/64
Bangladesh VS Canada,ODI # 1946,Shoaib Akhtar,10.0,Australia,0,45,2,4.5,32,3,0,3,0,22.5,60,30.0,0,2/45
Bangladesh VS Canada,ODI # 1946,Waqar Younis,8.3,Australia,1,50,2,5.88,29,4,1,3,2,25.0,51,25.5,0,2/50
Bangladesh VS Canada,ODI # 1946,Abdul Razzaq,6.0,Australia,0,42,0,7.0,20,8,0,0,2,0.0,36,0.0,0,0/42
Bangladesh VS Canada,ODI # 1946,Shahid Afridi,9.3,Australia,0,63,0,6.63,25,9,0,1,0,0.0,57,0.0,0,0/63
Bangladesh VS Canada,ODI # 1946,Younis Khan,6.0,Australia,0,36,0,6.0,12,2,0,0,1,0.0,36,0.0,0,0/36
Bangladesh VS Canada,ODI # 1946,Glenn McGrath,10.0,Pakistan,2,39,1,3.9,45,6,0,1,0,39.0,60,60.0,0,1/39
Bangladesh VS Canada,ODI # 1946,Jason Gillespie,8.0,Pakistan,1,28,1,3.5,34,3,0,3,0,28.0,48,48.0,0,1/28
Bangladesh VS Canada,ODI # 1946,Brett Lee,7.0,Pakistan,0,37,1,5.28,22,3,0,0,5,37.0,42,42.0,0,1/37
Bangladesh VS Canada,ODI # 1946,Ian Harvey,9.3,Pakistan,0,58,4,6.1,25,3,2,3,0,14.5,57,14.25,0,4/58
Bangladesh VS Canada,ODI # 1946,Brad Hogg,10.0,Pakistan,0,54,3,5.4,35,4,2,3,0,18.0,60,20.0,0,3/54
Australia VS Pakistan,ODI # 1945,Daryl Tuffey,5.0,Sri Lanka,0,36,0,7.2,15,3,0,0,1,0.0,30,0.0,0,0/36
Australia VS Pakistan,ODI # 1945,Shane Bond,10.0,Sri Lanka,1,44,2,4.4,38,3,0,3,2,22.0,60,30.0,0,2/44
Australia VS Pakistan,ODI # 1945,Jacob Oram,10.0,Sri Lanka,0,37,0,3.7,35,1,0,0,1,0.0,60,0.0,0,0/37
Australia VS Pakistan,ODI # 1945,Andre Adams,9.0,Sri Lanka,0,58,2,6.44,26,8,0,0,0,29.0,54,27.0,0,2/58
Australia VS Pakistan,ODI # 1945,Chris Harris,4.0,Sri Lanka,0,26,0,6.5,8,2,0,0,0,0.0,24,0.0,0,0/26
Australia VS Pakistan,ODI # 1945,Scott Styris,5.0,Sri Lanka,0,28,0,5.6,15,3,0,1,0,0.0,30,0.0,0,0/28
Australia VS Pakistan,ODI # 1945,Nathan Astle,7.0,Sri Lanka,0,34,3,4.85,16,1,0,0,0,11.33,42,14.0,0,3/34
Australia VS Pakistan,ODI # 1945,Chaminda Vaas,7.0,New Zealand,0,22,0,3.14,26,1,0,0,0,0.0,42,0.0,0,0/22
Australia VS Pakistan,ODI # 1945,Pulasthi Gunaratne,5.0,New Zealand,0,24,2,4.8,18,0,0,1,0,12.0,30,15.0,0,2/24
Australia VS Pakistan,ODI # 1945,Dilhara Fernando,3.0,New Zealand,1,19,0,6.33,9,1,1,0,0,0.0,18,0.0,0,0/19
Australia VS Pakistan,ODI # 1945,Muthiah Muralidaran,9.0,New Zealand,1,42,2,4.66,35,1,3,0,0,21.0,54,27.0,0,2/42
Australia VS Pakistan,ODI # 1945,Sanath Jayasuriya,8.0,New Zealand,0,32,1,4.0,23,1,0,2,0,32.0,48,48.0,0,1/32
Australia VS Pakistan,ODI # 1945,Aravinda de Silva,5.0,New Zealand,0,29,1,5.8,13,1,1,1,0,29.0,30,30.0,0,1/29
Australia VS Pakistan,ODI # 1945,Russel Arnold,8.3,New Zealand,0,47,3,5.52,19,0,1,1,0,15.67,51,17.0,0,3/47
New Zealand VS Sri Lanka,ODI # 1944,Gerrie Snyman,10.0,Zimbabwe,0,49,0,4.9,34,6,0,1,1,0.0,60,0.0,0,0/49
New Zealand VS Sri Lanka,ODI # 1944,Louis Burger,10.0,Zimbabwe,1,70,0,7.0,31,9,2,0,0,0.0,60,0.0,0,0/70
New Zealand VS Sri Lanka,ODI # 1944,Bjorn Kotze,10.0,Zimbabwe,1,75,0,7.5,21,4,3,2,0,0.0,60,0.0,0,0/75
New Zealand VS Sri Lanka,ODI # 1944,Lennie Louw,10.0,Zimbabwe,0,60,1,6.0,27,7,0,1,0,60.0,60,60.0,0,1/60
New Zealand VS Sri Lanka,ODI # 1944,Deon Kotze,7.0,Zimbabwe,0,56,0,8.0,10,3,1,0,0,0.0,42,0.0,0,0/56
New Zealand VS Sri Lanka,ODI # 1944,Jan-Berrie Burger,3.0,Zimbabwe,0,23,1,7.66,6,3,0,0,0,23.0,18,18.0,0,1/23
New Zealand VS Sri Lanka,ODI # 1944,Heath Streak,5.0,Namibia,0,35,2,7.0,17,4,1,2,0,17.5,30,15.0,0,2/35
New Zealand VS Sri Lanka,ODI # 1944,Douglas Hondo,6.0,Namibia,1,20,0,3.33,24,1,0,1,0,0.0,36,0.0,0,0/20
New Zealand VS Sri Lanka,ODI # 1944,Henry Olonga,3.0,Namibia,1,8,0,2.66,13,1,0,0,0,0.0,18,0.0,0,0/8
New Zealand VS Sri Lanka,ODI # 1944,Brian Murphy,1.0,Namibia,0,7,0,7.0,3,1,0,0,0,0.0,6,0.0,0,0/7
New Zealand VS Sri Lanka,ODI # 1944,Grant Flower,5.1,Namibia,1,13,1,2.51,21,1,0,0,0,13.0,31,31.0,0,1/13
New Zealand VS Sri Lanka,ODI # 1944,Guy Whittall,5.0,Namibia,0,20,2,4.0,21,1,0,1,0,10.0,30,15.0,0,2/20
Zimbabwe VS Namibia,ODI # 1943,Shaun Pollock,10.0,West Indies,2,52,2,5.2,36,4,2,0,1,26.0,60,30.0,0,2/52
Zimbabwe VS Namibia,ODI # 1943,Makhaya Ntini,10.0,West Indies,1,37,2,3.7,38,3,0,2,0,18.5,60,30.0,0,2/37
Zimbabwe VS Namibia,ODI # 1943,Allan Donald,9.0,West Indies,0,54,0,6.0,29,6,1,1,1,0.0,54,0.0,0,0/54
Zimbabwe VS Namibia,ODI # 1943,Jacques Kallis,10.0,West Indies,2,52,0,5.2,34,5,1,0,0,0.0,60,0.0,0,0/52
Zimbabwe VS Namibia,ODI # 1943,Lance Klusener,8.0,West Indies,0,53,1,6.62,18,3,1,0,2,53.0,48,48.0,0,1/53
Zimbabwe VS Namibia,ODI # 1943,Nicky Boje,3.0,West Indies,0,24,0,8.0,8,4,0,1,0,0.0,18,0.0,0,0/24
Zimbabwe VS Namibia,ODI # 1943,Mervyn Dillon,10.0,South Africa,0,47,2,4.7,34,3,1,1,0,23.5,60,30.0,0,2/47
Zimbabwe VS Namibia,ODI # 1943,Pedro Collins,9.0,South Africa,0,54,1,6.0,25,6,0,1,1,54.0,54,54.0,0,1/54
Zimbabwe VS Namibia,ODI # 1943,Vasbert Drakes,8.0,South Africa,1,33,2,4.12,31,5,0,0,1,16.5,48,24.0,0,2/33
Zimbabwe VS Namibia,ODI # 1943,Carl Hooper,10.0,South Africa,0,63,2,6.3,28,4,2,0,1,31.5,60,30.0,0,2/63
Zimbabwe VS Namibia,ODI # 1943,Chris Gayle,10.0,South Africa,1,60,2,6.0,34,1,5,2,0,30.0,60,30.0,0,2/60
Zimbabwe VS Namibia,ODI # 1943,Ricardo Powell,2.0,South Africa,0,14,0,7.0,5,2,0,1,0,0.0,12,0.0,0,0/14
South Africa VS West Indies,ODI # 1942,Chaminda Vaas,8.0,Australia,0,54,0,6.75,25,5,1,1,2,0.0,48,0.0,0,0/54
South Africa VS West Indies,ODI # 1942,Lasith Malinga,8.0,Australia,1,49,2,6.12,26,5,2,0,0,24.5,48,24.0,0,2/49
South Africa VS West Indies,ODI # 1942,Dilhara Fernando,8.0,Australia,0,74,1,9.25,13,7,2,4,1,74.0,48,48.0,0,1/74
South Africa VS West Indies,ODI # 1942,Muthiah Muralidaran,7.0,Australia,0,44,0,6.28,13,1,1,2,0,0.0,42,0.0,0,0/44
South Africa VS West Indies,ODI # 1942,Tillakaratne Dilshan,2.0,Australia,0,23,0,11.5,4,0,2,1,0,0.0,12,0.0,0,0/23
South Africa VS West Indies,ODI # 1942,Sanath Jayasuriya,5.0,Australia,0,33,0,6.6,13,2,2,0,0,0.0,30,0.0,0,0/33
South Africa VS West Indies,ODI # 1942,Nathan Bracken,6.0,Sri Lanka,1,34,1,5.66,21,5,0,1,0,34.0,36,36.0,0,1/34
South Africa VS West Indies,ODI # 1942,Shaun Tait,6.0,Sri Lanka,0,42,0,7.0,17,6,0,2,0,0.0,36,0.0,0,0/42
South Africa VS West Indies,ODI # 1942,Glenn McGrath,7.0,Sri Lanka,0,31,1,4.42,24,2,1,1,0,31.0,42,42.0,0,1/31
South Africa VS West Indies,ODI # 1942,Shane Watson,7.0,Sri Lanka,0,49,1,7.0,15,5,0,3,0,49.0,42,42.0,0,1/49
South Africa VS West Indies,ODI # 1942,Brad Hogg,3.0,Sri Lanka,0,19,1,6.33,7,2,0,0,0,19.0,18,18.0,0,1/19
South Africa VS West Indies,ODI # 1942,Michael Clarke,5.0,Sri Lanka,0,33,2,6.6,14,0,2,2,0,16.5,30,15.0,0,2/33
South Africa VS West Indies,ODI # 1942,Andrew Symonds,2.0,Sri Lanka,0,6,1,3.0,7,0,0,0,0,6.0,12,12.0,0,1/6
Australia VS Sri Lanka,ODI # 2581,Nathan Bracken,7.0,South Africa,2,15,1,2.14,30,1,0,0,0,15.0,42,42.0,0,1/15
Australia VS Sri Lanka,ODI # 2581,Glenn McGrath,8.0,South Africa,1,18,3,2.25,38,2,0,1,0,6.0,48,16.0,0,3/18
Australia VS Sri Lanka,ODI # 2581,Shaun Tait,10.0,South Africa,0,39,4,3.9,48,6,0,5,0,9.75,60,15.0,0,4/39
Australia VS Sri Lanka,ODI # 2581,Shane Watson,8.5,South Africa,0,49,1,5.54,31,7,1,0,0,49.0,53,53.0,0,1/49
Australia VS Sri Lanka,ODI # 2581,Brad Hogg,10.0,South Africa,2,24,1,2.4,43,1,0,3,0,24.0,60,60.0,0,1/24
Australia VS Sri Lanka,ODI # 2581,Shaun Pollock,5.0,Australia,1,16,1,3.2,20,1,0,0,0,16.0,30,30.0,0,1/16
Australia VS Sri Lanka,ODI # 2581,Charl Langeveldt,6.0,Australia,0,34,1,5.66,23,6,0,1,1,34.0,36,36.0,0,1/34
Australia VS Sri Lanka,ODI # 2581,Jacques Kallis,5.0,Australia,1,20,0,4.0,20,2,0,1,1,0.0,30,0.0,0,0/20
Australia VS Sri Lanka,ODI # 2581,Andre Nel,7.0,Australia,1,31,1,4.42,29,5,0,1,0,31.0,42,42.0,0,1/31
Australia VS Sri Lanka,ODI # 2581,Andrew Hall,6.3,Australia,0,43,0,6.61,20,6,0,0,1,0.0,39,0.0,0,0/43
Australia VS Sri Lanka,ODI # 2581,Justin Kemp,2.0,Australia,0,4,0,2.0,9,0,0,0,0,0.0,12,0.0,0,0/4
Australia VS South Africa,ODI # 2580,James Franklin,9.0,Sri Lanka,1,46,2,5.11,34,6,0,2,2,23.0,54,27.0,0,2/46
Australia VS South Africa,ODI # 2580,Shane Bond,10.0,Sri Lanka,1,59,1,5.9,31,7,1,3,1,59.0,60,60.0,0,1/59
Australia VS South Africa,ODI # 2580,Jacob Oram,10.0,Sri Lanka,0,60,1,6.0,31,6,1,1,2,60.0,60,60.0,0,1/60
Australia VS South Africa,ODI # 2580,Daniel Vettori,10.0,Sri Lanka,0,51,1,5.1,29,2,2,1,0,51.0,60,60.0,0,1/51
Australia VS South Africa,ODI # 2580,Jeetan Patel,10.0,Sri Lanka,0,62,0,6.2,19,4,1,0,0,0.0,60,0.0,0,0/62
Australia VS South Africa,ODI # 2580,Scott Styris,1.0,Sri Lanka,0,8,0,8.0,2,1,0,1,0,0.0,6,0.0,0,0/8
Australia VS South Africa,ODI # 2580,Chaminda Vaas,8.0,New Zealand,1,25,1,3.12,32,2,0,1,0,25.0,48,48.0,0,1/25
Australia VS South Africa,ODI # 2580,Lasith Malinga,7.0,New Zealand,2,21,1,3.0,29,1,0,0,1,21.0,42,42.0,0,1/21
Australia VS South Africa,ODI # 2580,Dilhara Fernando,5.0,New Zealand,0,45,0,9.0,15,2,3,1,5,0.0,30,0.0,0,0/45
Australia VS South Africa,ODI # 2580,Muthiah Muralidaran,8.0,New Zealand,0,31,4,3.87,28,1,1,1,0,7.75,48,12.0,0,4/31
Australia VS South Africa,ODI # 2580,Sanath Jayasuriya,9.0,New Zealand,0,57,2,6.33,22,3,2,3,0,28.5,54,27.0,0,2/57
Australia VS South Africa,ODI # 2580,Tillakaratne Dilshan,4.4,New Zealand,0,22,2,4.71,15,1,1,1,0,11.0,28,14.0,0,2/22
New Zealand VS Sri Lanka,ODI # 2579,James Anderson,6.0,West Indies,0,39,0,6.5,18,4,0,6,0,0.0,36,0.0,0,0/39
New Zealand VS Sri Lanka,ODI # 2579,Liam Plunkett,7.0,West Indies,0,71,1,10.14,22,7,4,5,2,71.0,42,42.0,0,1/71
New Zealand VS Sri Lanka,ODI # 2579,Stuart Broad,6.0,West Indies,1,32,0,5.33,21,4,0,1,0,0.0,36,0.0,0,0/32
New Zealand VS Sri Lanka,ODI # 2579,Andrew Flintoff,9.5,West Indies,0,59,2,6.0,29,8,0,0,1,29.5,59,29.5,0,2/59
New Zealand VS Sri Lanka,ODI # 2579,Jamie Dalrymple,3.0,West Indies,0,19,0,6.33,10,3,0,1,0,0.0,18,0.0,0,0/19
New Zealand VS Sri Lanka,ODI # 2579,Paul Collingwood,8.0,West Indies,0,40,1,5.0,23,4,0,1,0,40.0,48,48.0,0,1/40
New Zealand VS Sri Lanka,ODI # 2579,Michael Vaughan,10.0,West Indies,0,39,3,3.9,32,3,0,0,0,13.0,60,20.0,0,3/39
New Zealand VS Sri Lanka,ODI # 2579,Corey Collymore,10.0,England,0,61,1,6.1,31,7,0,2,0,61.0,60,60.0,0,1/61
New Zealand VS Sri Lanka,ODI # 2579,Daren Powell,10.0,England,0,58,0,5.8,32,8,0,2,0,0.0,60,0.0,0,0/58
New Zealand VS Sri Lanka,ODI # 2579,Jerome Taylor,10.0,England,1,65,2,6.5,25,5,2,0,0,32.5,60,30.0,0,2/65
New Zealand VS Sri Lanka,ODI # 2579,Chris Gayle,5.0,England,0,32,0,6.4,6,1,1,0,0,0.0,30,0.0,0,0/32
New Zealand VS Sri Lanka,ODI # 2579,Dwayne Bravo,9.5,England,0,47,2,4.77,32,5,0,1,0,23.5,59,29.5,0,2/47
New Zealand VS Sri Lanka,ODI # 2579,Ramnaresh Sarwan,5.0,England,1,21,1,4.2,15,1,0,0,0,21.0,30,30.0,0,1/21
West Indies VS England,ODI # 2578,Michael Mason,3.0,Australia,0,27,0,9.0,7,2,1,1,1,0.0,18,0.0,0,0/27
West Indies VS England,ODI # 2578,James Franklin,8.0,Australia,0,74,3,9.25,27,10,2,1,5,24.67,48,16.0,0,3/74
West Indies VS England,ODI # 2578,Jeetan Patel,10.0,Australia,0,48,2,4.8,25,2,0,0,1,24.0,60,30.0,0,2/48
West Indies VS England,ODI # 2578,Daniel Vettori,10.0,Australia,0,60,0,6.0,19,4,0,0,2,0.0,60,0.0,0,0/60
West Indies VS England,ODI # 2578,Scott Styris,10.0,Australia,0,50,1,5.0,28,3,1,2,0,50.0,60,60.0,0,1/50
West Indies VS England,ODI # 2578,Mark Gillespie,6.0,Australia,0,67,0,11.16,8,8,2,0,1,0.0,36,0.0,0,0/67
West Indies VS England,ODI # 2578,Craig McMillan,3.0,Australia,0,21,0,7.0,5,2,0,0,0,0.0,18,0.0,0,0/21
West Indies VS England,ODI # 2578,Nathan Bracken,4.0,New Zealand,0,27,0,6.75,14,2,1,1,0,0.0,24,0.0,0,0/27
West Indies VS England,ODI # 2578,Shaun Tait,6.0,New Zealand,0,32,3,5.33,22,4,0,4,1,10.67,36,12.0,0,3/32
West Indies VS England,ODI # 2578,Glenn McGrath,4.0,New Zealand,0,25,2,6.25,12,3,0,0,1,12.5,24,12.0,0,2/25
West Indies VS England,ODI # 2578,Brad Hogg,6.5,New Zealand,1,29,4,4.24,23,2,0,1,0,7.25,41,10.25,0,4/29
West Indies VS England,ODI # 2578,Shane Watson,5.0,New Zealand,0,20,1,4.0,19,1,0,1,0,20.0,30,30.0,0,1/20
Australia VS New Zealand,ODI # 2577,Mashrafe Mortaza,10.0,West Indies,2,39,1,3.9,39,2,1,2,0,39.0,60,60.0,0,1/39
Australia VS New Zealand,ODI # 2577,Syed Rasel,10.0,West Indies,2,48,1,4.8,38,4,1,1,0,48.0,60,60.0,0,1/48
Australia VS New Zealand,ODI # 2577,Abdur Razzak,10.0,West Indies,0,44,1,4.4,31,1,1,0,0,44.0,60,60.0,0,1/44
Australia VS New Zealand,ODI # 2577,Mohammad Rafique,10.0,West Indies,0,46,0,4.6,26,3,0,0,0,0.0,60,0.0,0,0/46
Australia VS New Zealand,ODI # 2577,Shakib Al Hasan,8.0,West Indies,0,38,1,4.75,21,2,1,0,0,38.0,48,48.0,0,1/38
Australia VS New Zealand,ODI # 2577,Aftab Ahmed,2.0,West Indies,0,12,1,6.0,3,1,0,0,0,12.0,12,12.0,0,1/12
Australia VS New Zealand,ODI # 2577,Corey Collymore,7.0,Bangladesh,1,11,2,1.57,34,0,0,1,0,5.5,42,21.0,0,2/11
Australia VS New Zealand,ODI # 2577,Daren Powell,10.0,Bangladesh,0,38,3,3.8,39,3,0,4,0,12.67,60,20.0,0,3/38
Australia VS New Zealand,ODI # 2577,Jerome Taylor,8.0,Bangladesh,0,25,0,3.12,33,2,0,1,0,0.0,48,0.0,0,0/25
Australia VS New Zealand,ODI # 2577,Dwayne Bravo,10.0,Bangladesh,3,28,2,2.8,47,3,0,1,2,14.0,60,30.0,0,2/28
Australia VS New Zealand,ODI # 2577,Chris Gayle,8.5,Bangladesh,0,28,2,3.16,31,1,0,0,0,14.0,53,26.5,0,2/28
West Indies VS Bangladesh,ODI # 2576,Chaminda Vaas,5.4,Ireland,1,18,1,3.17,26,2,0,0,1,18.0,34,34.0,0,1/18
West Indies VS Bangladesh,ODI # 2576,Nuwan Kulasekara,7.0,Ireland,3,10,0,1.42,36,1,0,0,0,0.0,42,0.0,0,0/10
West Indies VS Bangladesh,ODI # 2576,Farveez Maharoof,10.0,Ireland,3,25,4,2.5,48,2,1,0,1,6.25,60,15.0,0,4/25
West Indies VS Bangladesh,ODI # 2576,Muthiah Muralidaran,5.0,Ireland,0,19,4,3.8,22,3,0,2,0,4.75,30,7.5,0,4/19
West Indies VS Bangladesh,ODI # 2576,Boyd Rankin,4.0,Sri Lanka,0,36,1,9.0,13,2,2,2,3,36.0,24,24.0,0,1/36
West Indies VS Bangladesh,ODI # 2576,Dave Langford-Smith,3.0,Sri Lanka,0,29,1,9.66,7,4,0,3,0,29.0,18,18.0,0,1/29
West Indies VS Bangladesh,ODI # 2576,Andre Botha,1.0,Sri Lanka,0,4,0,4.0,5,1,0,0,0,0.0,6,0.0,0,0/4
West Indies VS Bangladesh,ODI # 2576,Kevin O'Brien,1.0,Sri Lanka,0,4,0,4.0,5,1,0,0,0,0.0,6,0.0,0,0/4
West Indies VS Bangladesh,ODI # 2576,Kenny Carroll,1.0,Sri Lanka,0,8,0,8.0,4,2,0,0,0,0.0,6,0.0,0,0/8
Ireland VS Sri Lanka,ODI # 2575,Shaun Pollock,10.0,England,2,17,0,1.7,46,0,0,0,1,0.0,60,0.0,0,0/17
Ireland VS Sri Lanka,ODI # 2575,Charl Langeveldt,7.0,England,1,38,1,5.42,30,6,1,0,0,38.0,42,42.0,0,1/38
Ireland VS Sri Lanka,ODI # 2575,Andre Nel,10.0,England,3,35,3,3.5,46,4,0,4,2,11.67,60,20.0,0,3/35
Ireland VS Sri Lanka,ODI # 2575,Andrew Hall,10.0,England,2,18,5,1.8,45,1,0,0,0,3.6,60,12.0,1,5/18
Ireland VS Sri Lanka,ODI # 2575,Jacques Kallis,8.0,England,0,22,1,2.75,31,1,0,0,0,22.0,48,48.0,0,1/22
Ireland VS Sri Lanka,ODI # 2575,Justin Kemp,3.0,England,0,16,0,5.33,7,1,0,1,0,0.0,18,0.0,0,0/16
Ireland VS Sri Lanka,ODI # 2575,James Anderson,5.0,South Africa,0,32,0,6.4,15,3,0,2,0,0.0,30,0.0,0,0/32
Ireland VS Sri Lanka,ODI # 2575,Sajid Mahmood,4.2,South Africa,0,49,0,11.3,7,7,0,0,1,0.0,26,0.0,0,0/49
Ireland VS Sri Lanka,ODI # 2575,Andrew Flintoff,6.0,South Africa,0,36,1,6.0,20,6,0,1,1,36.0,36,36.0,0,1/36
Ireland VS Sri Lanka,ODI # 2575,Monty Panesar,2.0,South Africa,0,24,0,12.0,4,5,0,0,0,0.0,12,0.0,0,0/24
Ireland VS Sri Lanka,ODI # 2575,Paul Collingwood,2.0,South Africa,0,12,0,6.0,6,2,0,0,0,0.0,12,0.0,0,0/12
England VS South Africa,ODI # 2574,Nathan Bracken,9.4,Sri Lanka,3,19,4,1.96,49,3,0,1,0,4.75,58,14.5,0,4/19
England VS South Africa,ODI # 2574,Shaun Tait,10.0,Sri Lanka,0,68,2,6.8,29,5,1,6,1,34.0,60,30.0,0,2/68
England VS South Africa,ODI # 2574,Glenn McGrath,9.0,Sri Lanka,1,48,2,5.33,34,7,1,0,1,24.0,54,27.0,0,2/48
England VS South Africa,ODI # 2574,Brad Hogg,10.0,Sri Lanka,0,35,2,3.5,34,1,0,0,0,17.5,60,30.0,0,2/35
England VS South Africa,ODI # 2574,Andrew Symonds,3.0,Sri Lanka,0,15,0,5.0,9,1,0,0,1,0.0,18,0.0,0,0/15
England VS South Africa,ODI # 2574,Michael Clarke,8.0,Sri Lanka,0,36,0,4.5,24,0,1,0,0,0.0,48,0.0,0,0/36
England VS South Africa,ODI # 2574,Dilhara Fernando,6.0,Australia,1,36,0,6.0,28,6,0,3,3,0.0,36,0.0,0,0/36
England VS South Africa,ODI # 2574,Farveez Maharoof,7.0,Australia,0,52,0,7.42,19,5,1,0,1,0.0,42,0.0,0,0/52
England VS South Africa,ODI # 2574,Nuwan Kulasekara,4.0,Australia,0,20,0,5.0,16,3,0,0,1,0.0,24,0.0,0,0/20
England VS South Africa,ODI # 2574,Russel Arnold,4.0,Australia,0,20,2,5.0,12,0,1,1,0,10.0,24,12.0,0,2/20
England VS South Africa,ODI # 2574,Malinga Bandara,9.4,Australia,0,53,1,5.48,31,6,1,0,0,53.0,58,58.0,0,1/53
England VS South Africa,ODI # 2574,Sanath Jayasuriya,6.0,Australia,0,32,0,5.33,19,1,2,0,0,0.0,36,0.0,0,0/32
England VS South Africa,ODI # 2574,Tillakaratne Dilshan,6.0,Australia,0,19,0,3.16,22,1,0,0,0,0.0,36,0.0,0,0/19
Australia VS Sri Lanka,ODI # 2573,Mashrafe Mortaza,10.0,Ireland,1,38,2,3.8,38,3,0,0,3,19.0,60,30.0,0,2/38
Australia VS Sri Lanka,ODI # 2573,Shahadat Hossain,9.0,Ireland,1,51,0,5.66,33,3,1,1,2,0.0,54,0.0,0,0/51
Australia VS Sri Lanka,ODI # 2573,Abdur Razzak,9.0,Ireland,0,48,0,5.33,28,2,2,2,0,0.0,54,0.0,0,0/48
Australia VS Sri Lanka,ODI # 2573,Mohammad Rafique,10.0,Ireland,0,42,0,4.2,27,1,0,2,0,0.0,60,0.0,0,0/42
Australia VS Sri Lanka,ODI # 2573,Shakib Al Hasan,10.0,Ireland,0,44,1,4.4,26,1,0,0,0,44.0,60,60.0,0,1/44
Australia VS Sri Lanka,ODI # 2573,Aftab Ahmed,2.0,Ireland,0,8,0,4.0,5,0,0,1,0,0.0,12,0.0,0,0/8
Australia VS Sri Lanka,ODI # 2573,Boyd Rankin,8.0,Bangladesh,0,42,2,5.25,34,2,1,9,0,21.0,48,24.0,0,2/42
